game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,0,0,0:12:00,0:00:00,0:00:00,2,ORL,jump ball,,Karl-Anthony Towns,Mo Bamba,,,,,,,Mo Bamba,,Cole Anthony,,,,jump ball,,,,,,Jump Ball Bamba vs. Towns: Tip to Anthony
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,0,0,0:11:41,0:00:19,0:00:19,3,ORL,turnover,,,,,,,,,,Wendell Carter Jr.,,,bad pass,,Patrick Beverley,bad pass,,,,,,Carter Jr. Bad Pass Turnover (P1.T1): Beverley STEAL (1 STL)
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,0,0,0:11:35,0:00:25,0:00:06,4,MIN,shot,,,,,,,,,,Patrick Beverley,0,,,missed,,3pt running jump shot,28,109,253,14.1,30.3,MISS Beverley 28' 3PT Running Jump Shot
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,0,0,0:11:32,0:00:28,0:00:03,5,MIN,rebound,,,,,,,,,,Jarred Vanderbilt,,,,,,rebound offensive,,,,,,Vanderbilt REBOUND (Off:1 Def:0)
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,3,0,0:11:21,0:00:39,0:00:11,6,MIN,shot,Anthony Edwards,,,,,,,,,Patrick Beverley,3,,,made,,3pt jump shot,24,228,70,2.1999999999999993,12.0,Beverley 24' 3PT Jump Shot (3 PTS) (Edwards 1 AST)
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,3,3,0:11:02,0:00:58,0:00:19,7,ORL,shot,Cole Anthony,,,,,,,,,Mo Bamba,3,,,made,,3pt jump shot,25,244,61,49.400000000000006,82.9,Bamba 25' 3PT Jump Shot (3 PTS) (Anthony 1 AST)
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,3,3,0:10:46,0:01:14,0:00:16,8,MIN,shot,,,,,,,,,,Karl-Anthony Towns,0,,,missed,,layup,7,-44,49,29.4,9.9,MISS Towns 7' Layup
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,3,3,0:10:43,0:01:17,0:00:03,9,ORL,rebound,,,,,,,,,,Mo Bamba,,,,,,rebound defensive,,,,,,Bamba REBOUND (Off:0 Def:1)
22100995,2021-22 Regular Season,2022-03-11,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,1,3,3,0:10:38,0:01:22,0:00:05,10,ORL,shot,,,,,,,,,,Wendell Carter Jr.,0,,,missed,,3pt jump shot,25,248,27,49.8,86.3,MISS Carter Jr. 25' 3PT Jump Shot
