question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTÃO 46,"Descrição da imagem: A imagem expõe esquema que
ilustra o movimento de translação da Terra ao redor do
sol, no qual figuram o equinócio em 21 de março com
iluminação solar equivalente nos hemisférios norte e
sul, o solstício em 21 de junho no qual predomina a
iluminação solar no hemisfério norte, o equinócio em
23 de setembro com iluminação solar equivalente nos
hemisférios norte e sul e o solstício em 21 de dezembro
com predomínio da iluminação no hemisfério sul.

 

Considerando as informações apresentadas, o prédio do
Congresso Nacional, em Brasília, no dia 21 de junho, às
12 horas, projetará sua sombra para a direção",leste.,norte.,sul.,oeste.,nordeste.,2021,46,CH,C,portuguese,"['C', 'A', 'B', 'D', 'E']"
QUESTÃO 47,"TEXTO 1
Lixo: a limpeza urbana através dos tempos

Descrição da imagem:

A imagem intitulada “Lixo: a limpeza urbana através
dos tempos” apresenta uma pintura que mostra a
cena de escravos levando barris apoiados em
suas cabeças e comandados por uma autoridade
empunhando uma espada.

TEXTO 2
A vida dos escravos no Rio de Janeiro, 1808-1850

A repugnante tarefa de carregar lixo e os dejetos da
casa para as praças e praias era geralmente destinada
ao único escravo da família ou ao de menor status ou
valor. Todas as noites, depois das dez horas, os escravos
conhecidos popularmente como “tigres” levavam tubos
ou barris de excremento e lixo sobre a cabeça pelas
ruas do Rio.

A ação representada na imagem e descrita no texto
evidencia uma prática do cotidiano nas cidades no Brasil
nos séculos dezoito e dezenove caracterizada pela",valorização do trabalho braçal.,sacralização das atividades laborais.,reiteração das hierarquias sociais.,ressignificação das heranças religiosas.,superação das exclusões econômicas.,2021,47,CH,C,portuguese,"['A', 'C', 'B', 'E', 'D']"
QUESTÃO 48,"Torém/Toré: tradições e invenção no quadro de
multiplicidade étnica do Ceará contemporâneo

O torém dependia de organização familiar, sendo
brincado por pessoas com vínculos de parentesco
e afinidade que viviam no local. Era visto como uma
brincadeira, um entretenimento feito para os próprios
participantes e seus conhecidos. O tempo do caju era
o pretexto para sua realização, sendo chamadas várias
pessoas da região a fim de tomar mocororó, bebida
fermentada do caju.

O ritual mencionado no texto atribui à manifestação
cultural de grupos indígenas do Nordeste brasileiro a
função de",estimular a coesão social.,manipular a memória individual.,modernizar o comércio tradicional.,celebrar a história oficial.,superar a atividade artesanal.,2021,48,CH,A,portuguese,"['B', 'D', 'E', 'A', 'C']"
QUESTÃO 49,"Descrição da imagem:

À imagem, que apresenta o recorte do jornal Correio
Paulistano, publicado em 13 de abril de 1879, mostra
um anúncio intitulado “Escravo fugido” com o seguinte
texto:

“No dia 8 de Outubro do anno próximo passado fugio
da fazenda do Bom Retiro, propriedade do doutor
Francisco Antonio de Araújo, o escravo José, pardo
claro, de 22 annos de idade, estatura regular, cheio
de corpo, com a falta de um dente na frente do
lado superior, cabellos avermelhados, orelha roxa,
falla macia, e andar vagaroso. Intitula-se forro, e
quando fugio a primeira vez esteve contratado como
camarada em uma fazenda em Capivary.

Quem o aprehender e entregar ao seu senhor no
Amparo, ou o recolher a cadêa em qualquer parte
será bem gratificado, e protesta-se com todo o rigor
da lei contra quem o ac outar.”.
 

No anúncio publicado na segunda metade do século
dezenove, qual a estratégia de resistência escrava
apresentada?",Regularização das funções remuneradas.,Fundação de territórios quilombolas.,Suavização da aplicação de normas.,Constituição de economia de subsistência.,Criação de relações de trabalho.,2021,49,CH,E,portuguese,"['D', 'B', 'C', 'E', 'A']"
QUESTÃO 50,"Princípios da filosofia, René Descartes

A filosofia é como uma árvore, cujas raízes são a
metafísica; o tronco, a física, e os ramos que saem do
tronco são todas as outras ciências, que se reduzem
a três principais: a medicina, a mecânica e a moral,
entendendo por moral a mais elevada e a mais perfeita
porque pressupõe um saber integral das outras ciências,
e é o último grau da sabedoria.

Essa construção alegórica de Descartes, acerca da
condição epistemológica da filosofia, tem como objetivo",incentivar a suspensão dos juízos.,impulsionar o pensamento especulativo.,recepcionar o método experimental.,refutar o elemento fundamental das crenças.,sustentar a unidade essencial do conhecimento.,2021,50,CH,E,portuguese,"['E', 'C', 'D', 'B', 'A']"
QUESTÃO 51,"Minha fórmula para o que há de grande no indivíduo
é amor fati: nada desejar além daquilo que é, nem diante
de si, nem atrás de si, nem nos séculos dos séculos. Não
se contentar em suportar o inelutável, e ainda menos
dissimulá-lo, mas amá-lo.

Essa fórmula indicada por Nietzsche consiste em uma
crítica à tradição cristã que",associa os cultos pagãos à sacralização da natureza.,condena os modelos filosóficos da Antiguidade Clássica.,consagra a realização humana ao campo transcendental.,impede o avanço científico no contexto moderno.,combate as práticas sociais de cunho afetivo.,2021,51,CH,C,portuguese,"['C', 'D', 'E', 'B', 'A']"
QUESTÃO 52,"É preciso usar de violência e rebater varonilmente os
apetites dos sentidos sem atender ao que a carne quer ou
não quer, mas trabalhando por sujeitá-la ao espírito, ainda
que se revolte. Cumpre castigá-la e curvá-la à sujeição,
a tal ponto que esteja disposta para tudo, sabendo
contentar-se com pouco e deleitar-se com a simplicidade,
sem resmungar por qualquer incômodo.

Qual característica do ascetismo medieval é destacada
no texto?",Desqualificação da atividade laboral.,Desvalorização da materialidade corpórea.,Afirmação do pensamento racional.,Condenação da alimentação impura.,Exaltação do ritualismo litúrgico.,2021,52,CH,B,portuguese,"['C', 'E', 'B', 'D', 'A']"
QUESTÃO 53,"Numa sociedade em transição, a marcha da
mudança, em diferentes graus, está impressa em todos
os aspectos da ordem social, especialmente no jogo
político, que nessas sociedades sempre apresenta
padrões característicos de ambivalência, cujas raízes
sociais se encontram na coexistência de dois padrões
de estrutura social: o padrão tradicional, em declínio, e
o novo, emergente, em expansão. Em tais situações, é
possível encontrar, simultaneamente, apoio para uma
orientação política ou para outra que seja exatamente o
seu oposto. O padrão ambivalente do processo político,
nas sociedades em desenvolvimento, é o que explica
um dos seus traços mais salientes, e que consiste na
tendência ao adiamento das grandes decisões. Resulta
daí que a inércia política ou a convulsão política podem se
suceder uma à outra em períodos surpreendentemente
curtos.

De acordo com a perspectiva apresentada, central no
pensamento social brasileiro dos anos 1950 e 1960, o
desenvolvimento do país foi marcado por","legitimidade na atuação dos movimentos de
representação classista."," anomalias na execução dos planos econômicos
ortodoxos.","vagarosidade na dinâmica de aperfeiçoamento dos
programas partidários.","descompassos na construção de quadros
institucionais modernos.","radicalidade nas agendas de reforma das elites
dirigentes.",2021,53,CH,D,portuguese,"['D', 'B', 'E', 'C', 'A']"
QUESTÃO 54,"Manifesto dos Pioneiros da Educação Nova — 1932

A Educação Nova, alargando a sua finalidade para
além dos limites das classes, assume, com uma feição
mais humana, a sua verdadeira função social, preparando-
-se para formar “a hierarquia democrática” pela “hierarquia
das capacidades”, recrutadas em todos os grupos sociais,
a que se abrem as mesmas oportunidades de educação.
Ela tem, por objeto, organizar e desenvolver os meios de
ação durável com o fim de “dirigir os desenvolvimentos
natural e integral do ser humano em cada uma das
etapas de seu crescimento”, de acordo com uma certa
concepção do mundo.

Os autores do manifesto citado procuravam contrapor-
-se ao caráter oligárquico da sociedade brasileira. Nesse
sentido, o trecho propõe uma relação necessária entre",ensino técnico e mercado de trabalho.,"remuneração de professores e extinção do
analfabetismo.",ampliação de vagas e formação de gestores.,acesso à escola e valorização do mérito.,disponibilidade de financiamento e pesquisa avançada.,2021,54,CH,D,portuguese,"['A', 'E', 'C', 'B', 'D']"
QUESTÃO 55,"Mênon, Platão

Sócrates: “Quem não sabe o que uma coisa é, como
poderia saber de que tipo de coisa ela é? Ou te parece
ser possível alguém que não conhece absolutamente
quem é Mênon, esse alguém saber se ele é belo, se é
rico e ainda se é nobre”? Parece-te ser isso possível?
Assim, Mênon, que coisa afirmas ser a virtude?”.

A atitude apresentada na interlocução do filósofo com
Mênon é um exemplo da utilização do(a)",suspensão judicativa.,linguagem trágica.,explicação fisicalista.,método dialético.,escrita epistolar.,2021,55,CH,D,portuguese,"['E', 'C', 'D', 'B', 'A']"
QUESTÃO 56,"No seio de diversos povos africanos, nomeadamente
no antigo Reino do Congo, existem testemunhos gráficos
de que a escrita tomava várias formas. Exemplo disso são
as tampas de panela esculpidas em baixo-relevo do povo
Woyo (região de Cabinda), com cenas e provérbios do
cotidiano, desenhos na terra ou areia, imagens gravadas
ou inscritas nos bastões de chefe ou em pedras sagradas,
mas, sobretudo, movimentos do corpo humano inscritos
num gestual familiar. Entre os Woyo existia o costume
de os pais oferecerem aos filhos testos ou tampas de
panelas entalhados, transmitindo uma espécie de recado,
com signos codificados que traduziam orientações para
conseguir uma boa relação conjugal, ter sensatez na
escolha do cônjuge e estar alerta para as dificuldades do
casamento.
Para o povo Woyo, os artefatos culturais mencionados no
texto cumprem a função de uma",imposição das formas de comunicação.,etnografia das celebrações religiosas.,desvalorização dos comportamentos da juventude.,destituição dos valores do matrimônio.,pedagogia dos costumes sociais.,2021,56,CH,E,portuguese,"['B', 'E', 'C', 'D', 'A']"
QUESTÃO 57,"Mapa do encarceramento: os jovens do Brasil

Houve crescimento de 74 por cento da população
brasileira encarcerada entre 2005 e 2012. As análises
possibilitaram identificar o perfil da população que
está nas prisões do país: homens, jovens (abaixo de
29 anos), negros, com ensino fundamental incompleto,
acusados de crimes patrimoniais e, no caso dos presos
adultos, condenados e cumprindo regime fechado e,
majoritariamente, com penas de quatro até oito anos.

Nesse contexto, as políticas públicas para minimizar a
problemática descrita devem privilegiar a",flexibilização do Código Civil.,promoção da inclusão social.,expansão do período de reclusão.,redução da maioridade penal.,contenção da corrupção política.,2021,57,CH,B,portuguese,"['A', 'B', 'E', 'C', 'D']"
QUESTÃO 58,"Nem guerras, nem revoltas. Os incêndios eram o
mais frequente tormento da vida urbana no Regnum
ltalcum. Entre 880 e 1080, as cidades estiveram
constantemente entregues ao apetite das chamas. A certa
altura, a documentação parece vencer pela insistência do
vocabulário, levando até o leitor mais crítico a cogitar que os
medievais tinham razão ao tratar aqueles acontecimentos
como castigos que antecediam o julgamento final. Como
um quinto cavaleiro apocalíptico, o incêndio agia ao feitio
da peste ou da fome: vagando mundo afora, retornava de
tempos em tempos e expurgava justos e pecadores num
tormento derradeiro, como insistiam os textos do século
dez. O impacto acarretado sobre as relações sociais era
imediato e prolongava-se para além da destruição material.
As medidas proclamadas pelas autoridades faziam mais
do que reparar os danos e reconstruir a paisagem: elas
convertiam a devastação em uma ocasião para alterar e
expandir não só a topografia urbana, mas as práticas sociais
até então vigentes.

De acordo com o texto, a catástrofe descrita impactava as
sociedades medievais por proporcionar a","revelação do descaso público e das degradações
ambientais.","remodelação dos sistemas políticos e das
administrações locais.","correção dos métodos preventivos e das regras
sanitárias","transformação do imaginário popular e das crenças
religiosas.","reconfiguração dos espaços ocupados e das
dinâmicas comunitárias.",2021,58,CH,E,portuguese,"['B', 'D', 'A', 'C', 'E']"
QUESTÃO 59,"O protagonismo indígena vem optando por uma
estratégia de “des-invisibilização”, valendo-se da
dinâmica das novas tecnologias. Em outubro de 2012,
após receberem uma liminar lhes negando o direito a
permanecer em suas terras, os Guarani de Pyelito Kue
divulgaram uma carta na qual se dispunham a morrer,
mas não a sair de suas terras. Esse fato foi amplamente
divulgado, gerando uma grande mobilização na internet,
que levou milhares de pessoas a escolherem seu lado,
divulgando a hashtag “fsomostodosGuarani-Kaiowá”
ou acrescentando o sobrenome Guarani-Kaiowá a seus
nomes nos perfis das principais redes sociais.

A estratégia comunicativa adotada pelos indígenas, no
contexto em pauta, teve por efeito",inserir as comunidades no mercado global.,enfraquecer as formas de militância política.,distanciar os grupos de culturas locais.,abalar a identidade de povos tradicionais.,angariar o apoio de segmentos étnicos externos.,2021,59,CH,E,portuguese,"['C', 'A', 'D', 'B', 'E']"
QUESTÃO 60,"O governo Vargas, principalmente durante o Estado
Novo (1937-1945), pretendeu construir um Estado capaz
de criar uma nova sociedade. Uma dimensão-chave
desse projeto tinha no território seu foco principal. Não por
acaso, foram criadas então instituições encarregadas de
fornecer dados confiáveis para a ação do governo, como
o Conselho Nacional de Geografia, o Conselho Nacional
de Cartografia, o Conselho Nacional de Estatística e o
Instituto Brasileiro de Geografia e Estatística (IBGE), este
de 1938.
A criação dessas instituições pelo governo Vargas
representava uma estratégia política de",conter o fluxo migratório do campo para a cidade.,"obter conhecimento científico das diversidades
regionais.","controlar o crescimento exponencial da população
brasileira.",propor a criação de novas unidades da federação.,"levantar informações para a preservação da paisagem
dos sertões.",2021,60,CH,B,portuguese,"['D', 'C', 'B', 'E', 'A']"
QUESTÃO 61,"Doenças e curas: o Brasil nos primeiros séculos

De um lado, ancorados pela prática médica europeia,
por outro, pela terapêutica indígena, com seu amplo uso
da flora nativa, os jesuítas foram os reais iniciadores do
exercício de uma medicina híbrida que se tornou marca
do Brasil colonial. Alguns religiosos vinham de Portugal já
versados nas artes de curar, mas a maioria aprendeu na
prática diária as funções que deveriam ser atribuídas a um
físico, cirurgião, barbeiro ou boticário.

Conforme o texto, o que caracteriza a construção da
prática medicinal descrita é a",imposição da farmacologia nativa.,adoção de rituais místicos.,superação da tradição popular.,rejeição dos dogmas cristãos.,conjugação de saberes empíricos.,2021,61,CH,E,portuguese,"['D', 'A', 'C', 'B', 'E']"
