question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 136,"The Roman numeral system is still used to indicate chapters and volumes of books, to designate centuries and, in chronological order, popes and kings of the same name. Seven letters of the alphabet are used: Four fundamental: | (worth 1); X (worth 10); C (worth 100) and M (worth 1,000). Three secondary letters: V (worth 5); L (worth 50) and D (worth 500). The rules for writing Roman numerals are: 1. there is no symbol corresponding to zero; 2. the fundamental symbols can be repeated up to three times and their values added together. Example: XXX is equal to 30; 3. A letter placed to the left of another of greater value indicates subtraction of the respective values. Example: IX equals 10 minus 1 equals 9; 4. A letter placed to the right of another letter of greater value indicates addition of the respective values. Example: XI equals 10 plus 1 equals 11. In a European city there is a plaque indicating the year of its foundation: MCDLXIX. How many years will this city have been founded in 2050?",601,379,381,579,581,2021,136,MT,E,english,"['E', 'A', 'B', 'C', 'D']"
QUESTION 137,"One of the most commonly used bases for representing a number is the decimal base. However, computers work with numbers in binary base. In this base, any natural number is represented using only the digits O and 1. For example, the representations of the numbers 9 and 12, in binary base, are (one zero zero one) and (one one zero zero) respectively. The addition operation in binary base follows a similar algorithm to that used in decimal base, as detailed in the picture: enemo021 VODOO enemo021 Picture description: The picture shows the following information: ""a, b and a plus b"". When a equals zero and b equals zero, a plus b equals zero. When a equals zero and b equals one, a plus b equals one. When a equals one and b equals zero, a plus b equals one. When a equals one and b equals one, a plus b equals (one zero).   VICUIU For example, in the binary base, the sum of the numbers (one zero)and (one zero)is (one zero zero) as shown: Image description: Addition: (one zero)plus (one zero)equals (one zero zero). Considering the information in the text, the result of adding 9 plus 12 will be represented, in binary base, by", (one zero one zero one)., (one one one one), (one one zero zero one)., (one one zero one)., (one zero one).,2021,137,MT,A,english,"['D', 'C', 'E', 'B', 'A']"
QUESTION 138,"A common unit of measurement used to express large areas of land is the hectare, which is equivalent to 10,000 square meters. A farmer decides to build a subdivision using 3 hectares of his farm, of which 0.9 hectares will be used to build streets and sidewalks and the rest will be divided into plots of 300 square meters each. The first 20 plots sold will have promotional prices of 20,000 reais each, and the rest 30,000 reais each. Under these conditions, the total amount, in reals, obtained by the landowner from the sale of all the plots will be equal to",1 600 000.,2 800 000., 1 900 000., 700 000., 2 200 000.,2021,138,MT,C,english,"['B', 'E', 'C', 'A', 'D']"
QUESTION 139,A person will make a costume using the following materials: 2 different types of fabric and 5 different types of ornamental stones. This person has 6 different fabrics and 15 different ornamental stones at their disposal. The number of costumes with different materials that can be produced is represented by the expression,Fraction of numerator 6 factorial and denominator (4 factorial times 2 factorial); times fraction of numerator 15 factorial and denominator (10 factorial times 5 factorial).,Fraction with numerator 6 factorial and denominator 2 factorial; plus fraction with numerator 15 factorial and denominator 5 factorial., Fraction of numerator 6 factorial and denominator (4 factorial times 2 factorial); plus fraction of numerator 15 factorial and denominator (10 factorial times 5 factorial).,Fraction of numerator 6 factorial and denominator 2 factorial; times fraction of numerator 15 factorial and denominator 5 factorial., Fraction with numerator 21 factorial and denominator (7 factorial times 14 factorial).,2021,139,MT,A,english,"['A', 'C', 'B', 'D', 'E']"
QUESTION 140,"The principals of a school need to build a laboratory for the students to use. There are two possibilities: (1) a type A laboratory, with capacity for 100 users, at a cost of 180,000 reais and maintenance costs of 60,000 reais per year; (2) a type B laboratory, with capacity for 80 users, at a cost of 120,000 reais and maintenance costs of 16,000 reais per year. It is assumed that, in any case, the laboratory will be used to its full capacity. The school's savings from using a type B laboratory instead of a type A laboratory, over a 4-year period, per user, will be", 2.30 thousand reais.,1.90 thousand reais.,2.95 thousand reais., 2.36 thousand reais.,1.31 thousand reais.,2021,140,MT,B,english,"['C', 'B', 'E', 'D', 'A']"
QUESTION 141,"A 61-year-old amateur cyclist used a heart monitor to measure his heart rate on four different types of route. The results of the maximum heart rates achieved on these sections were: Image description: Table with the following information: ""Maximum heart rates (beats per minute) on each section of the route"". On the ""light on flat"" section of the course, the maximum heart rate was 90 beats per minute. On the ""hard flat"" section of the course, the maximum heart rate was 120 beats per minute. On the ""moderate ascent"" section of the course, the maximum heart rate was 130 beats per minute. On the uphill section of the course, the maximum heart rate was 140 beats per minute. It is known that the ideal aerobic range for gaining physical fitness is between 65 percent and 85 percent of maximum heart rate, which in turn is determined by the formula: Maximum heart rate equals 220 minus age, where age is given in years and maximum heart rate is given in beats per minute. The stretches of the route in which this cyclist remains within his ideal aerobic range for gaining physical fitness are",light on the flat and uphill.,"light on the flat, strong on the flat, moderate ascent and strong ascent."," strong on the flat, moderate ascent and strong ascent.","light on the flat, strong on the flat and moderate uphill.",strong on the flat and moderate uphill.,2021,141,MT,E,english,"['E', 'A', 'C', 'B', 'D']"
QUESTION 142,"A car wash offers two types of car wash: a simple wash, priced at 20 reais, and a full wash, priced at 35 reais. In order to cover the costs of products and employees and not make a loss, the car wash must have a daily income of at least 300 reais. In order not to make a loss, the least number of daily washes the car wash must do is",6,15,8,20,9,2021,142,MT,E,english,"['A', 'D', 'B', 'E', 'C']"
QUESTION 143,"After consulting a doctor, a patient has to follow a treatment consisting of three drugs: X, Y and Z. In order to buy the three drugs, the patient makes an estimate at three different pharmacies, as shown in the table. Image description: Table with the following information: In pharmacy 1, medicine X costs 45 reais, medicine Y costs 40 reais and medicine Z costs 50 reais. In pharmacy 2, drug X costs 50 reais, drug Y costs 50 reais and drug Z costs 40 reais. In pharmacy 3, drug X costs 65 reais, drug Y costs 45 reais and drug Z costs 35 reais. Some of these pharmacies offer discounts: * when you buy drugs X and Y at Pharmacy 2, you get a 20 percent discount on both products, regardless of whether you buy drug Z, and there is no discount for drug Z; * when you buy all 3 drugs at Pharmacy 3, you get a 20 percent discount on the total purchase price. The patient wishes to make the purchase in such a way as to minimize his expenditure on medicines. According to the information provided, the patient should buy the medicines as follows:","X, Y e Z on Pharmacy 3.", X Y e Z on Pharmacy 1.,"X to Pharmacy 2,e Y e Z to Pharmacy 3."," X and Y in Pharmacy 1, and Z in Pharmacy 3."," X e Y on Pharmacy 2, e Z on Pharmacy 3.",2021,143,MT,E,english,"['E', 'A', 'D', 'B', 'C']"
QUESTION 144,"A construction worker laid the tiles in the rooms of a house, earning 20 reais per hour worked, and did the job in two days. On the first day, he arrived punctually at 8 a.m. and left at 8:15 p.m., with 2 hours' rest. On the second day, he arrived 1 hour and 20 minutes later than on the first day and finished work 3 hours and 45 minutes earlier than on the first day, with only 40 minutes of rest. enem2021 Consider that the fraction of the hour worked is proportional to the hourly wage and that rest time is unpaid. How much did the worker receive, in reals, for laying the tiles in this house?","408,3","395,00","335,00","375,00","361,67",2021,144,MT,C,english,"['E', 'D', 'A', 'C', 'B']"
QUESTION 145,"In some cities in the north of the state of Paraná, more girls than boys have been born for decades. One of the suggested explanations for this is the contamination of the environment by pesticides that accumulate in the water table, leading to the contamination of populations through the food chain. In the city of Jardim Olinda, for example, of all the children born between 2002 and 2008, approximately 40 percent were boys. Considering that this percentage of births corresponds to the probability of a baby born in Jardim Olinda being a boy or a girl, what is the probability of a couple in that town having exactly two girls?","One, sixty.","Nine, twenty-five avos.",Three tenths.,"One, one hundred and twenty avos.",One room.,2021,145,MT,B,english,"['B', 'E', 'D', 'A', 'C']"
