,human_A_0_25,human_B_0_25,human_C_0_25,human_D_0_25,human_E_0_25,human_entropy_0_25,human_item_id,human_accuracy_0_25,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_25_50,human_B_25_50,human_C_25_50,human_D_25_50,human_E_25_50,human_entropy_25_50,human_item_id,human_accuracy_25_50,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_50_75,human_B_50_75,human_C_50_75,human_D_50_75,human_E_50_75,human_entropy_50_75,human_item_id,human_accuracy_50_75,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_75_100,human_B_75_100,human_C_75_100,human_D_75_100,human_E_75_100,human_entropy_75_100,human_item_id,CORRECT_OPTION_HUMAN,human_accuracy_75_100,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO
0,0.3153558891952532,0.15987321304604243,0.14391385625153696,0.24142403555083555,0.13943300595633185,1.5538466111847118,1,0.14391385625153696,CH,C,0,520,0,0.4632715304728097,0.0943877578620401,0.09006440668063785,0.25161774045395185,0.10065856453056045,1.3743613485537445,1,0.09006440668063785,CH,C,0,520,0,0.6109403132755516,0.05026250479862016,0.07175816035772023,0.20394919680560586,0.06308982476250209,1.138983051946434,1,0.07175816035772023,CH,C,0,520,0,0.6320259219056104,0.02795664978614644,0.21089658483001994,0.09341443479088192,0.03570640868734134,1.0586771435477433,1,C,0.21089658483001994,46,CH,86751,C,23,0,,3.45284,1.65017,0.09484,Laranja,520,,0
1,0.3136601209018222,0.2594349788084401,0.1663346982134655,0.11168289502613299,0.14888730705013922,1.5404623809708915,2,0.2594349788084401,CH,B,0,520,0,0.2870294397761829,0.5066153824533183,0.07712198702543996,0.040799272680886574,0.08843391806417229,1.245393598995907,2,0.5066153824533183,CH,B,0,520,0,0.2147665869430419,0.7115754814205064,0.026423304360601405,0.012138948123470073,0.03509567915238015,0.8396026812514693,2,0.7115754814205064,CH,B,0,520,0,0.08766313370077906,0.8975591104832203,0.005373434818345501,0.0024604390987318695,0.006943881898923261,0.38777354337564174,2,B,0.8975591104832203,47,CH,83820,B,12,0,,2.24266,0.19945,0.14787,Laranja,520,,0
2,0.3899174266377486,0.11931001593979461,0.22879266943653262,0.16140239706638096,0.10057749091954324,1.4837276528464718,3,0.3899174266377486,CH,A,0,520,0,0.62045411771323,0.040788821850953685,0.20894779766321478,0.09148442756117242,0.03832483521142909,1.0975814682532508,3,0.62045411771323,CH,A,0,520,0,0.7130005719122953,0.01771738883657471,0.19257984338900738,0.0606064865016806,0.016095709360442047,0.866236727079829,3,0.7130005719122953,CH,A,0,520,0,0.8328860808469661,0.006434815877157052,0.13264755819596036,0.023761481672014605,0.004270063407901833,0.5648850490190426,3,A,0.8328860808469661,48,CH,77940,A,16,0,,1.69265,-0.16281,0.19993,Laranja,520,,0
3,0.2789050263032719,0.1689526693494226,0.2662176297775025,0.13017316728837378,0.15575150728142922,1.5639012881968024,4,0.1689526693494226,CH,B,0,520,0,0.28404893701064343,0.18188941014777418,0.2849017093323377,0.0755580085385452,0.17360193497069948,1.524367247813291,4,0.18188941014777418,CH,B,0,520,0,0.2466658084866789,0.27550714651187697,0.24418213463978616,0.04847166437518187,0.18517324598647608,1.5036897593457852,4,0.27550714651187697,CH,B,0,520,0,0.12207040223827269,0.5960157794765184,0.12570824400891245,0.04173734241874856,0.11446823185754795,1.2065349187430088,4,B,0.5960157794765184,49,CH,118034,B,9,0,,2.89911,0.93429,0.16213,Laranja,520,,0
4,0.20463315828302273,0.25619442370905854,0.2573610620009866,0.14535614662318783,0.13645520938374434,1.5749732369214096,5,0.20463315828302273,CH,A,0,520,0,0.3437658942016868,0.23016051178109406,0.23049344277762054,0.09384207792320463,0.10173807331639398,1.4979799579814834,5,0.3437658942016868,CH,A,0,520,0,0.5879374931597249,0.13942566612088947,0.16096237388158116,0.05401243765190829,0.05766202918589619,1.2031414159900389,5,0.5879374931597249,CH,A,0,520,0,0.8483398938345715,0.03695556676022324,0.07586629994222142,0.018296549082575757,0.020541690380408085,0.6100692578160168,5,A,0.8483398938345715,50,CH,84811,A,2,0,,2.78428,0.48121,0.18255,Laranja,520,,0
5,0.2566473257546607,0.3275902851431057,0.1987575744032858,0.14511025191873983,0.07189456278020796,1.5051354411964548,6,0.14511025191873983,CH,D,0,520,0,0.1958412073746485,0.3050939365011332,0.22862427780700104,0.23406521329722638,0.03637536501999086,1.4793146682886809,6,0.23406521329722638,CH,D,0,520,0,0.0918619248897871,0.1684362365525124,0.20960184947896898,0.5103811522695153,0.019718836809216253,1.26754897862153,6,0.5103811522695153,CH,D,0,520,0,0.015804690842614322,0.03662478877378591,0.07423169841002303,0.8677086439601187,0.005630178013457973,0.532002085204176,6,D,0.8677086439601187,51,CH,96447,D,20,0,,3.56414,0.51626,0.13663,Laranja,520,,0
6,0.29713344294726085,0.20817802873981103,0.1380414917101738,0.20346048112216714,0.1531865554805872,1.572009790392283,7,0.20817802873981103,CH,B,0,520,0,0.26062972161181686,0.43487480550101637,0.07381317695398339,0.12046042622908187,0.11022186970410149,1.4029635794177342,7,0.43487480550101637,CH,B,0,520,0,0.17777222139237245,0.6093951261119085,0.05821756929065163,0.05725313953815613,0.0973619436669113,1.1649761340931661,7,0.6093951261119085,CH,B,0,520,0,0.10716575504939384,0.7211143102107982,0.07105425050788561,0.015363607171701555,0.0853020770602208,0.9371356072914535,7,B,0.7211143102107982,52,CH,96302,B,7,0,,1.13705,0.24894,0.00655,Laranja,520,,0
7,0.3590783263428627,0.10790437428655224,0.12709864031984267,0.19128740592302015,0.21463125312772227,1.5168685388164849,8,0.10790437428655224,CH,B,0,520,0,0.3043070958239473,0.09332004851845434,0.0929767371339456,0.23418276728469936,0.2752133512389534,1.4992610119057226,8,0.09332004851845434,CH,B,0,520,0,0.19612965786833564,0.12162216274657711,0.07256593878145154,0.2676133467388022,0.34206889386483347,1.4858116104226915,8,0.12162216274657711,CH,B,0,520,0,0.12176710615704822,0.22004772804964062,0.06357177164962506,0.2411835085092665,0.35342988563441957,1.4753107879428358,8,B,0.22004772804964062,53,CH,111820,B,5,0,,1.43499,2.25728,0.06711,Laranja,520,,0
8,0.16678622121151998,0.14351996197511377,0.33105634616600566,0.11593556700468988,0.24270190364267072,1.536761118915601,9,0.33105634616600566,CH,C,0,520,0,0.13967609144277682,0.15781284850269708,0.407436600930712,0.09609525397523154,0.1989792051485826,1.478502463580945,9,0.407436600930712,CH,C,0,520,0,0.11246878180632336,0.16527119943842403,0.5356203781119496,0.0701212818036193,0.11651835883968369,1.3145023526370414,9,0.5356203781119496,CH,C,0,520,0,0.045659356514991194,0.07583521301971483,0.8207551962025111,0.02525282547395657,0.03249740878882629,0.7029034341592749,9,C,0.8207551962025111,54,CH,118033,C,6,0,,3.33353,0.6595,0.32563,Laranja,520,,0
9,0.2875360732465431,0.16975767282178644,0.23496153095566985,0.15369955878072153,0.15404516419527906,1.5757196650728755,10,0.15404516419527906,CH,E,0,520,0,0.3465942320938877,0.09830220639521031,0.21998319102019243,0.13084361150462032,0.20427675898608927,1.5189355050783862,10,0.20427675898608927,CH,E,0,520,0,0.35504624001506874,0.047910349687745934,0.17596861546255713,0.125124625581992,0.29595016925263623,1.4393644848103664,10,0.29595016925263623,CH,E,0,520,0,0.22020435379358905,0.022874343075127652,0.0940044755795378,0.11174671983715725,0.5511701077145883,1.2151255189421566,10,E,0.5511701077145883,55,CH,84769,E,11,0,,2.20133,1.01836,0.12996,Laranja,520,,0
10,0.32681144377505894,0.10592110911974055,0.34124712932883083,0.11978619273737856,0.10623412503899113,1.4625678383275686,11,0.10623412503899113,CH,E,0,520,0,0.3931711894419808,0.07117992869358783,0.3190432227557831,0.07538631513628866,0.14121934397235958,1.390921472987086,11,0.14121934397235958,CH,E,0,520,0,0.36475691591936976,0.07633778396561713,0.20478601509871236,0.05473823709994033,0.2993810479163604,1.4090893945061709,11,0.2993810479163604,CH,E,0,520,0,0.1494642965191159,0.07675103078080026,0.06198947177346161,0.0223346644884129,0.6894605364382094,0.9947813788496953,11,E,0.6894605364382094,56,CH,118022,E,26,0,,3.17381,0.77149,0.09188,Laranja,520,,0
