,human_A_0_25,human_B_0_25,human_C_0_25,human_D_0_25,human_E_0_25,human_entropy_0_25,human_item_id,human_accuracy_0_25,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL,human_A_25_50,human_B_25_50,human_C_25_50,human_D_25_50,human_E_25_50,human_entropy_25_50,human_item_id,human_accuracy_25_50,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL,human_A_50_75,human_B_50_75,human_C_50_75,human_D_50_75,human_E_50_75,human_entropy_50_75,human_item_id,human_accuracy_50_75,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL,human_A_75_100,human_B_75_100,human_C_75_100,human_D_75_100,human_E_75_100,human_entropy_75_100,human_item_id,CORRECT_OPTION_HUMAN,human_accuracy_75_100,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL
0,0.2400873397489484,0.18306571881415892,0.1482669145528352,0.24094334953956037,0.18763667734449713,1.5932491454316051,1,0.18763667734449713,LC,E,0,584,1,,0.20394433631634268,0.1468051737915165,0.09293859023796656,0.23199169753014784,0.32432020212402646,1.5308700265016841,1,0.32432020212402646,LC,E,0,584,1,,0.17615857889319667,0.0987040489837258,0.05812871381547578,0.20109437325099228,0.4659142850566095,1.378215581134142,1,0.4659142850566095,LC,E,0,584,1,,0.13193013650182836,0.041920694611633315,0.02605118088520154,0.14406831905152806,0.6560296689498087,1.0508968621187365,1,E,0.6560296689498087,1,LC,62053,E,5,0,,1.58373,0.69608,0.08395,LARANJA,584,1.0,1,
1,0.32128895473074875,0.1334802513434972,0.19347363000070225,0.17163657522748327,0.1801205886975685,1.5626394186397767,2,0.1801205886975685,LC,E,0,584,1,,0.24489261306549326,0.11636983416950457,0.21291362290390717,0.1626936098390771,0.26313032002201786,1.5709469080616287,2,0.26313032002201786,LC,E,0,584,1,,0.13492703046728788,0.09187549953787608,0.2209051050715223,0.15930283425045472,0.392989530672859,1.4828419820252332,2,0.392989530672859,LC,E,0,584,1,,0.040198298628910334,0.04417919551492106,0.18580763216123444,0.11377513610319834,0.6160397375917358,1.1254643568476,2,E,0.6160397375917358,2,LC,111973,E,8,0,,2.08839,0.68118,0.15812,LARANJA,584,1.0,1,
2,0.1817887048519998,0.24564857682472296,0.21626247263124468,0.11773161070348147,0.23856863498855108,1.5797037396648121,3,0.23856863498855108,LC,E,0,584,1,,0.14546720604814642,0.28699515883016113,0.21933815239737384,0.07167252470322966,0.27652695802108895,1.5158166186977564,3,0.27652695802108895,LC,E,0,584,1,,0.1261770802487415,0.32940808738854344,0.1907741914256572,0.04665218964893232,0.3069884512881256,1.4485650961241872,3,0.3069884512881256,LC,E,0,584,1,,0.08611919902101126,0.31412360057518834,0.10326448601467834,0.025607567037682626,0.47088514735143944,1.2578609021789589,3,E,0.47088514735143944,3,LC,86186,E,6,0,,2.60905,1.22414,0.19537,LARANJA,584,1.0,1,
3,0.17745945187353396,0.17132460554541992,0.2631668638104212,0.2005954409671405,0.18745363780348442,1.5964877622303428,4,0.2631668638104212,LC,C,0,584,1,,0.12878142556470726,0.17322881622777217,0.30631908652491674,0.22905487148041961,0.16261580020218425,1.5630140242236525,4,0.30631908652491674,LC,C,0,584,1,,0.11438446941668229,0.17166714352897844,0.34130186699816817,0.2528784395749677,0.11976808048120341,1.5192547289012888,4,0.34130186699816817,LC,C,0,584,1,,0.10055267276706564,0.15006267088369193,0.4307080835698374,0.252927347235662,0.06574922554374298,1.4050477999116364,4,C,0.4307080835698374,4,LC,54896,C,7,0,,2.64138,1.65747,0.26148,LARANJA,584,1.0,1,
4,0.2648113642283264,0.16603220398976845,0.2081872399537844,0.27421810823265413,0.0867510835954666,1.543573154631036,5,0.2648113642283264,LC,A,0,584,1,,0.3702580923036146,0.12655468309975815,0.20656329722028957,0.24181824205678693,0.05480568531955074,1.457682740820791,5,0.3702580923036146,LC,A,0,584,1,,0.464883415899356,0.10288263352191479,0.21098549971893585,0.1853182599662723,0.03593019089352106,1.3502421618326013,5,0.464883415899356,LC,A,0,584,1,,0.5932797321237371,0.09354903602182985,0.1920234132160077,0.10109603441898495,0.020051784219440497,1.1583243795903477,5,A,0.5932797321237371,5,LC,23296,A,7,0,,1.11049,0.90747,0.12604,LARANJA,584,1.0,1,
5,0.29437860468521715,0.12458524279728565,0.09317185674777105,0.4035816385280737,0.08428265724165244,1.4152800010833262,6,0.4035816385280737,LC,D,0,584,1,,0.10988761007388262,0.04295477698396737,0.02640124753147676,0.8007477276398774,0.020008637770795763,0.7300197142815297,6,0.8007477276398774,LC,D,0,584,1,,0.0423262058351616,0.019211500049117522,0.013202789875241495,0.9169422705393104,0.008317233701168996,0.3862551339225955,6,0.9169422705393104,LC,D,0,584,1,,0.012048231781946755,0.007087766560247634,0.006223246838189107,0.9715971273337176,0.0030436274858989384,0.16556257867775462,6,D,0.9715971273337176,6,LC,33271,D,29,0,,2.51134,-0.5151,0.0477,LARANJA,584,,1,
6,0.22358978790729211,0.3879126102260527,0.1353856790057801,0.10059197165449596,0.15251995120637907,1.4908246547674306,7,0.3879126102260527,LC,B,0,584,1,,0.13823836724469246,0.604095731882171,0.11234092205056874,0.05369344307143634,0.09163153575113138,1.199644357075107,7,0.604095731882171,LC,B,0,584,1,,0.09194484095284242,0.717264048401671,0.09568693442987913,0.030526053875669517,0.06457812233993793,0.9657803853113647,7,0.717264048401671,LC,B,0,584,1,,0.058358048515146414,0.8212250527760869,0.06054356131739474,0.014152409568336938,0.04572092782303498,0.6986565325074106,7,B,0.8212250527760869,7,LC,35684,B,21,0,,1.47886,0.19951,0.22972,LARANJA,584,,1,
7,0.23255628346247215,0.16253865850819726,0.245056699145356,0.19089820757540488,0.16895015130856972,1.5956826680811442,8,0.16253865850819726,LC,B,0,584,1,,0.2416488678641107,0.12917474077570867,0.2728119026947442,0.20701630447341404,0.1493481841920224,1.571973133486894,8,0.12917474077570867,LC,B,0,584,1,,0.2289949658101438,0.12214223636095305,0.3077415017299903,0.21612908515487922,0.12499221094403358,1.5480410642391007,8,0.12214223636095305,LC,B,0,584,1,,0.17172519816816076,0.15640689664119561,0.3479553975687913,0.23009237036364344,0.0938201372582089,1.5201489808791318,8,B,0.15640689664119561,8,LC,20652,B,15,0,,2.46676,2.21741,0.13534,LARANJA,584,,1,
8,0.13819411907396514,0.2677619052366094,0.244464825097445,0.08404028723429001,0.26553886335769045,1.5309167275392188,9,0.244464825097445,LC,C,0,584,1,,0.09059178325999902,0.23317677691534416,0.40931098696461826,0.037860285756661886,0.22906016710337668,1.3842025200766674,9,0.40931098696461826,LC,C,0,584,1,,0.05949231998114369,0.16928123404088152,0.6102439535401417,0.022549006769939896,0.1384334856678932,1.1291963371171514,9,0.6102439535401417,LC,C,0,584,1,,0.026392534738518405,0.08744428728180197,0.8274872067091545,0.011464601182711821,0.04721137008781328,0.6610742266369578,9,C,0.8274872067091545,9,LC,111903,C,3,0,,2.2083,0.2591,0.17176,LARANJA,584,,1,
9,0.21101515398403128,0.20598377855297242,0.3291976070206476,0.14793174887683605,0.10587171156551263,1.5399549204711187,10,0.21101515398403128,LC,A,0,584,1,,0.25142906176979235,0.18153044924685474,0.30584232135077694,0.15547069928315885,0.10572746834941715,1.546135087890583,10,0.25142906176979235,LC,A,0,584,1,,0.3316133730465931,0.14419127970293782,0.2384894965425846,0.1712240693844882,0.11448178132339627,1.5374250622917476,10,0.3316133730465931,LC,A,0,584,1,,0.46454966743524634,0.08862664214994763,0.16294537895518565,0.15699456156907002,0.12688374989055037,1.4192052378653233,10,A,0.46454966743524634,10,LC,11966,A,18,0,,1.22111,1.6828,0.21162,LARANJA,584,,1,
