,human_A_0_25,human_B_0_25,human_C_0_25,human_D_0_25,human_E_0_25,human_entropy_0_25,human_item_id,human_accuracy_0_25,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_25_50,human_B_25_50,human_C_25_50,human_D_25_50,human_E_25_50,human_entropy_25_50,human_item_id,human_accuracy_25_50,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_50_75,human_B_50_75,human_C_50_75,human_D_50_75,human_E_50_75,human_entropy_50_75,human_item_id,human_accuracy_50_75,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_75_100,human_B_75_100,human_C_75_100,human_D_75_100,human_E_75_100,human_entropy_75_100,human_item_id,CORRECT_OPTION_HUMAN,human_accuracy_75_100,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO
0,0.3478719258302053,0.12890283674850778,0.14546386889011959,0.15910405513506862,0.2186573133960987,1.5367155189358248,1,0.3478719258302053,LC,A,0,1072,1,0.5808219289704091,0.0662261099137492,0.08396109954491193,0.1074040424205633,0.16158681915036646,1.2375167534956035,1,0.5808219289704091,LC,A,0,1072,1,0.7281623027739285,0.04316890736553781,0.04623619316201914,0.0757704681561439,0.10666212854237068,0.9430003910564168,1,0.7281623027739285,LC,A,0,1072,1,0.8804883689790751,0.01930996985226392,0.01739885495408861,0.0375081658571817,0.045294640357390656,0.5220891551530444,1,A,0.8804883689790751,1,LC,140567,A,5,0,,1.95054,-0.11616,0.18874,LARANJA,1072,1.0,1
1,0.35268428829420456,0.28997701526842884,0.11838778525693647,0.12315301264160236,0.11579789853882778,1.4867264283801718,2,0.35268428829420456,LC,A,0,1072,1,0.5622612588005561,0.2686906077122835,0.06200238894075345,0.05792162154449504,0.04912412300191197,1.1622883356498854,2,0.5622612588005561,LC,A,0,1072,1,0.6891378632433593,0.2225771277781606,0.03372908905922554,0.03246034673552195,0.022095573183732533,0.9008170394310628,2,0.6891378632433593,LC,A,0,1072,1,0.8218496945588862,0.14441580581657298,0.012911736650904147,0.014693645607127636,0.006129117366509042,0.5900974651106978,2,A,0.8218496945588862,2,LC,140527,A,5,0,,1.12895,-0.11509,0.20583,LARANJA,1072,1.0,1
2,0.23905599487596382,0.15264125998735414,0.24314126409315234,0.17576100969789538,0.1894004713456343,1.5935716527410104,3,0.17576100969789538,LC,D,0,1072,1,0.20410119601220486,0.10244423776657366,0.2843833113058234,0.22669978951490527,0.18237146540049276,1.5621456341851745,3,0.22669978951490527,LC,D,0,1072,1,0.15636500858189728,0.07360549241425203,0.29697016421247396,0.32475278860940804,0.14830654618196867,1.4910285596569097,3,0.32475278860940804,LC,D,0,1072,1,0.08972739348197856,0.03531576617014449,0.24459844259664715,0.5548320530995738,0.0755263446516559,1.2007858766658543,3,D,0.5548320530995738,3,LC,118252,D,6,0,,1.93731,0.91995,0.14292,LARANJA,1072,1.0,1
3,0.15935713346914634,0.21539643162252745,0.29084247880659786,0.1441110271406979,0.19029292896103042,1.5774520111086563,4,0.29084247880659786,LC,C,0,1072,1,0.19512612994811213,0.15543925203145906,0.36207698332408705,0.06964478021081487,0.21771285448552688,1.4935192207799255,4,0.36207698332408705,LC,C,0,1072,1,0.2565989363816694,0.11905872617304283,0.37623368773755966,0.03554318769090976,0.2125654620168183,1.4179617253806502,4,0.37623368773755966,LC,C,0,1072,1,0.32690417590629595,0.08028933239109422,0.42109965803218236,0.012525282062528937,0.15918155160789857,1.2796003307688308,4,C,0.42109965803218236,4,LC,76318,C,8,0,,0.56882,1.97791,0.12768,LARANJA,1072,1.0,1
4,0.1302887320184138,0.2094056580141512,0.12623145376222214,0.16346971208929298,0.37060444411591986,1.5181180032704398,5,0.37060444411591986,LC,E,0,1072,1,0.05896265847820147,0.13660219473703528,0.048539492625080026,0.11033222821676597,0.6455634259429173,1.1114162779078518,5,0.6455634259429173,LC,E,0,1072,1,0.030983118172790466,0.08593316174533368,0.023995298218592302,0.08026670449709179,0.7788217173661918,0.8051902220393579,5,0.7788217173661918,LC,E,0,1072,1,0.012495534409405346,0.03872884933909259,0.010027280698905525,0.04444480530025007,0.8943035302523464,0.4651062438427332,5,E,0.8943035302523464,5,LC,118230,E,7,0,,1.79286,-0.35288,0.09108,LARANJA,1072,1.0,1
5,0.14806928229352784,0.36224310807613547,0.2629496373530444,0.12956572109226488,0.09717225118502745,1.493216694127102,6,0.2629496373530444,LC,C,0,1072,1,0.056140279583875165,0.32165962288686606,0.5451357282184656,0.04884590377113134,0.0282184655396619,1.1054167416824365,6,0.5451357282184656,LC,C,0,1072,1,0.024582605319355466,0.19269721089756034,0.75768863651071,0.016550184430207726,0.00848136284216657,0.7269770390116126,6,0.75768863651071,LC,C,0,1072,1,0.009011347322145528,0.08755850075838072,0.8969413329656336,0.004578672874303466,0.0019101460795366983,0.38985765620307666,6,C,0.8969413329656336,6,LC,141203,C,9,0,,1.71461,-0.15137,0.18763,LARANJA,1072,,1
6,0.19368043380764055,0.1924083662902108,0.2581359318302279,0.1472091980266645,0.20856607004525624,1.5936011619257715,7,0.2581359318302279,LC,C,0,1072,1,0.13112249044948387,0.14216044867105584,0.4981427294155897,0.08568641794684223,0.14288791351702837,1.3794110297180455,7,0.4981427294155897,LC,C,0,1072,1,0.07220426867494732,0.07613562365769708,0.7526482043981023,0.039345906658631385,0.05966599661062194,0.8952055893971429,7,0.7526482043981023,LC,C,0,1072,1,0.022401161211325054,0.021537550833404286,0.9359428152076517,0.00939024241908214,0.010728230328536849,0.32220010276356703,7,C,0.9359428152076517,7,LC,120124,C,9,0,,2.93292,0.03337,0.17638,LARANJA,1072,,1
7,0.21131448944875722,0.2308790594647075,0.14843944406597126,0.26236757405042893,0.14699943297013507,1.5829614410266923,8,0.14843944406597126,LC,C,0,1072,1,0.18068691700939293,0.26063061633777146,0.1445999764057879,0.2864947543557763,0.12758773589127137,1.5600611948139083,8,0.1445999764057879,LC,C,0,1072,1,0.15816264547950531,0.27602028006576446,0.20974155874658826,0.24732123332604417,0.10875428238209782,1.5613929461389229,8,0.20974155874658826,LC,C,0,1072,1,0.09580495645044768,0.24763176479183072,0.4659112124877225,0.12874108106791782,0.061910985202081284,1.362349767506157,8,C,0.4659112124877225,8,LC,45201,C,10,0,,2.64453,1.04534,0.13269,LARANJA,1072,,1
8,0.18196576211317184,0.15455587415924654,0.15322208943291715,0.36017898004217536,0.1500772942524891,1.538504649833492,9,0.36017898004217536,LC,D,0,1072,1,0.07351046404344133,0.0673568179878309,0.05958143826234692,0.7206431657541874,0.07890811395219341,0.9781181174615284,9,0.7206431657541874,LC,D,0,1072,1,0.02565596252336222,0.029130965961957005,0.02421984352371012,0.8772543022888905,0.04373892570208015,0.5388604284662257,9,0.8772543022888905,LC,D,0,1072,1,0.006842064705572207,0.011335845199806946,0.0079736213462685,0.9504142957378033,0.02343417301054903,0.25971010745018275,9,D,0.9504142957378033,9,LC,119767,D,11,0,,2.11177,-0.55865,0.18565,LARANJA,1072,,1
9,0.24081965874765288,0.2545269001551147,0.14956322965140012,0.14739162380602497,0.20769858763980734,1.5839519569487024,10,0.14956322965140012,LC,C,0,1072,1,0.30276278623002595,0.2564979201771309,0.1364217278403217,0.09277393831351192,0.2115436274390095,1.531669472143287,10,0.1364217278403217,LC,C,0,1072,1,0.36271915785037906,0.22962191598763357,0.1459134430321276,0.061106901623601585,0.20063858150625818,1.479613852952514,10,0.1459134430321276,LC,C,0,1072,1,0.4294592662398856,0.16817908556201866,0.22204123744841256,0.034080200175478505,0.14624021057420467,1.3932622989663064,10,C,0.22204123744841256,10,LC,140898,C,1,0,,1.69478,2.32558,0.16355,LARANJA,1072,,1
