,human_A_0_25,human_B_0_25,human_C_0_25,human_D_0_25,human_E_0_25,human_entropy_0_25,human_item_id,human_accuracy_0_25,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_25_50,human_B_25_50,human_C_25_50,human_D_25_50,human_E_25_50,human_entropy_25_50,human_item_id,human_accuracy_25_50,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_50_75,human_B_50_75,human_C_50_75,human_D_50_75,human_E_50_75,human_entropy_50_75,human_item_id,human_accuracy_50_75,SG_AREA,TX_GABARITO,IN_ITEM_ABAN,CO_PROVA,IN_ITEM_ADAPTADO,human_A_75_100,human_B_75_100,human_C_75_100,human_D_75_100,human_E_75_100,human_entropy_75_100,human_item_id,CORRECT_OPTION_HUMAN,human_accuracy_75_100,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO
0,0.25501806133703736,0.2965017129558402,0.1485190137014798,0.14697941202601178,0.15298179997963088,1.5611929962705773,1,0.14697941202601178,CN,D,0,519,0,0.25152026953968054,0.30856714055248713,0.1351482857501222,0.16308404949634314,0.141680254661367,1.5530781103980307,1,0.16308404949634314,CN,D,0,519,0,0.25002403786422767,0.32409415064232416,0.1176234816982724,0.17845494331925632,0.12980338647591946,1.5360689389014928,1,0.17845494331925632,CN,D,0,519,0,0.2339225211691533,0.3049806275904181,0.09255094376327294,0.27065066438989066,0.09789524308726501,1.5034871061169328,1,D,0.27065066438989066,91,CN,117875,D,1,0,,1.78539,1.58564,0.13602,Laranja,519,,0
1,0.24970724090820376,0.2773686379112181,0.15411272309327087,0.16208336044065666,0.1567280376466506,1.5757510419120397,2,0.24970724090820376,CN,A,0,519,0,0.2851341305455793,0.2925594365337607,0.14933391910506774,0.12986710844820626,0.143105405367386,1.5446473198203918,2,0.2851341305455793,CN,A,0,519,0,0.3336532766082554,0.3009228634058394,0.1447732510127934,0.11455050131652333,0.10610010765658845,1.4936241217582042,2,0.3336532766082554,CN,A,0,519,0,0.5227210569612796,0.17370741794918637,0.10786353853288465,0.1425853478721001,0.053122638684549334,1.3170003616838988,2,A,0.5227210569612796,92,CN,117642,A,2,0,,1.92967,1.07472,0.22014,Laranja,519,,0
2,0.2153346772445485,0.21826310313434777,0.3392508778774873,0.11811245502232627,0.10903888672129015,1.523541224637075,3,0.11811245502232627,CN,D,0,519,0,0.1877517293890141,0.23973722804573633,0.29094185186306787,0.19246834320422582,0.08910084749795588,1.5482402137528166,3,0.19246834320422582,CN,D,0,519,0,0.15522434173142946,0.24503449333791372,0.20780264582158528,0.32735398396432486,0.06458453514474671,1.5027712108791718,3,0.32735398396432486,CN,D,0,519,0,0.11245075815691266,0.18418664252204672,0.09558373868491055,0.5710638399021538,0.03671502073397628,1.2230151410014707,3,D,0.5710638399021538,93,CN,85548,D,24,0,,2.96175,0.58267,0.11175,Laranja,519,,0
3,0.22612212335471227,0.2764820461347188,0.24605797569586335,0.16473634748563507,0.08660150732907056,1.5455909627015632,4,0.24605797569586335,CN,C,0,519,0,0.21945153882183935,0.28107905209742967,0.2626084303919882,0.1601713900616697,0.07668958862707301,1.5309734030219115,4,0.2626084303919882,CN,C,0,519,0,0.20543708039547118,0.29749717922003815,0.27874925968035486,0.14261798641702583,0.07569849428711001,1.515023279247607,4,0.27874925968035486,CN,C,0,519,0,0.1581275703485136,0.3443934653026594,0.36281621028625777,0.06482601341309857,0.06983674064947067,1.3898450164761904,4,C,0.36281621028625777,94,CN,84568,C,1,0,,2.42831,1.66707,0.29842,Laranja,519,,0
4,0.1485946824179662,0.4401311065750685,0.12483215798732752,0.17633769270649177,0.11010436031314602,1.4531920885183507,5,0.12483215798732752,CN,C,0,519,0,0.13032359584122907,0.393323542812246,0.22020988655044302,0.16083690557486124,0.09530606922122069,1.4837399447233095,5,0.22020988655044302,CN,C,0,519,0,0.12696444818032626,0.35280391272316575,0.27104219202504626,0.15833395537929118,0.09085549169217055,1.4931747044222916,5,0.27104219202504626,CN,C,0,519,0,0.13296271186440678,0.26437206779661016,0.3514793220338983,0.16592271186440677,0.08526318644067797,1.4954603355087948,5,C,0.3514793220338983,95,CN,89772,C,7,0,,0.67587,1.59601,0.02169,Laranja,519,,0
5,0.16309044520514523,0.09169540980798027,0.2323537352710602,0.3018338865100423,0.21102652320577198,1.5438310193440445,6,0.21102652320577198,CN,E,0,519,0,0.18897462258535794,0.06817921108165143,0.2170174774092311,0.32844326605703156,0.197385422866728,1.515479029783492,6,0.197385422866728,CN,E,0,519,0,0.2393388930024916,0.047652454019230045,0.1864924901228496,0.3437194294763354,0.1827967333790934,1.4781683669940204,6,0.1827967333790934,CN,E,0,519,0,0.27372282502929945,0.02913295247650638,0.09456803310946102,0.23809750338403254,0.3644786860007006,1.3902409056377885,6,E,0.3644786860007006,96,CN,24104,E,3,0,,3.41094,1.15715,0.16829,Laranja,519,,0
6,0.21534724594305915,0.19579260126764153,0.23950291969615642,0.20808514560527444,0.1412720874878685,1.5953731341891557,7,0.19579260126764153,CN,B,0,519,0,0.18177823142358313,0.21014793158799966,0.24491245008783674,0.22122412929049773,0.14193725761008277,1.5931492570807124,7,0.21014793158799966,CN,B,0,519,0,0.1545970829554825,0.2209036821248239,0.25260635914839097,0.23458098055808657,0.13731189521321607,1.5825246690689818,7,0.2209036821248239,CN,B,0,519,0,0.1422061567518163,0.2820595942697734,0.22652999933863652,0.23961306984323516,0.10959117979653858,1.5553725948711077,7,B,0.2820595942697734,97,CN,111705,B,2,0,,1.78669,1.78124,0.20473,Laranja,519,,0
7,0.18993570376248442,0.23336249483711294,0.21211145548425983,0.2696409232380327,0.09494942267811012,1.5609446031988534,8,0.23336249483711294,CN,B,0,519,0,0.17858522215238282,0.22098723093050957,0.22475531269236637,0.27651964692760156,0.0991525872971397,1.5613719595922781,8,0.22098723093050957,CN,B,0,519,0,0.15633760030961794,0.21921577148812285,0.24043714074751543,0.2781783135551902,0.10583117389955363,1.5591337945165862,8,0.21921577148812285,CN,B,0,519,0,0.09353038747561439,0.295764071702086,0.21892896983703972,0.29665672307141316,0.0951198479138467,1.4987418034281692,8,B,0.295764071702086,98,CN,81478,B,8,0,,2.37739,1.59193,0.20921,Laranja,519,,0
8,0.24127685129779466,0.19406431303171423,0.17136266271214368,0.16787752252603827,0.22541865043230916,1.5989189027988644,9,0.17136266271214368,CN,C,0,519,0,0.21116574157794324,0.2127729300148389,0.18615914410185638,0.19532314654184096,0.1945790377635205,1.608112794311551,9,0.18615914410185638,CN,C,0,519,0,0.15327141574631148,0.26120226135674923,0.2086396532557509,0.22736941723501278,0.14951725240617564,1.5859990034403848,9,0.2086396532557509,CN,C,0,519,0,0.06963830430837042,0.3823970442072512,0.2975606067153537,0.18178773605289314,0.06861630871613154,1.4075994006506312,9,C,0.2975606067153537,99,CN,83526,C,16,0,,1.62997,1.70518,0.1628,Laranja,519,,0
9,0.14206113938626413,0.216212758298402,0.09476019369262897,0.3752979010849129,0.17166800753779196,1.5019709353137531,10,0.09476019369262897,CN,C,0,519,0,0.10111749311101037,0.18971850079140887,0.14410998148871418,0.3978617355168933,0.16719228909197328,1.4919588796383396,10,0.14410998148871418,CN,C,0,519,0,0.05106565074233005,0.13225458911148405,0.30631826124355277,0.36486718673174867,0.1454943121708845,1.4301957250084003,10,0.30631826124355277,CN,C,0,519,0,0.008701513771725428,0.0367397248139518,0.7715849934266031,0.12923719429923916,0.05373657368848041,0.7842855171859116,10,C,0.7715849934266031,100,CN,117999,C,3,0,,3.76618,0.41535,0.10709,Laranja,519,,0
