question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTÃO 46,"Descrição da imagem: A imagem expõe esquema que
ilustra o movimento de translação da Terra ao redor do
sol, no qual figuram o equinócio em 21 de março com
iluminação solar equivalente nos hemisférios norte e
sul, o solstício em 21 de junho no qual predomina a
iluminação solar no hemisfério norte, o equinócio em
23 de setembro com iluminação solar equivalente nos
hemisférios norte e sul e o solstício em 21 de dezembro
com predomínio da iluminação no hemisfério sul.

 

Considerando as informações apresentadas, o prédio do
Congresso Nacional, em Brasília, no dia 21 de junho, às
12 horas, projetará sua sombra para a direção",sul.,nordeste.,oeste.,norte.,leste.,2021,46,CH,A,portuguese,"['B', 'E', 'D', 'A', 'C']"
QUESTÃO 47,"TEXTO 1
Lixo: a limpeza urbana através dos tempos

Descrição da imagem:

A imagem intitulada “Lixo: a limpeza urbana através
dos tempos” apresenta uma pintura que mostra a
cena de escravos levando barris apoiados em
suas cabeças e comandados por uma autoridade
empunhando uma espada.

TEXTO 2
A vida dos escravos no Rio de Janeiro, 1808-1850

A repugnante tarefa de carregar lixo e os dejetos da
casa para as praças e praias era geralmente destinada
ao único escravo da família ou ao de menor status ou
valor. Todas as noites, depois das dez horas, os escravos
conhecidos popularmente como “tigres” levavam tubos
ou barris de excremento e lixo sobre a cabeça pelas
ruas do Rio.

A ação representada na imagem e descrita no texto
evidencia uma prática do cotidiano nas cidades no Brasil
nos séculos dezoito e dezenove caracterizada pela",reiteração das hierarquias sociais.,superação das exclusões econômicas.,ressignificação das heranças religiosas.,valorização do trabalho braçal.,sacralização das atividades laborais.,2021,47,CH,A,portuguese,"['B', 'D', 'E', 'A', 'C']"
QUESTÃO 48,"Torém/Toré: tradições e invenção no quadro de
multiplicidade étnica do Ceará contemporâneo

O torém dependia de organização familiar, sendo
brincado por pessoas com vínculos de parentesco
e afinidade que viviam no local. Era visto como uma
brincadeira, um entretenimento feito para os próprios
participantes e seus conhecidos. O tempo do caju era
o pretexto para sua realização, sendo chamadas várias
pessoas da região a fim de tomar mocororó, bebida
fermentada do caju.

O ritual mencionado no texto atribui à manifestação
cultural de grupos indígenas do Nordeste brasileiro a
função de",modernizar o comércio tradicional.,celebrar a história oficial.,manipular a memória individual.,superar a atividade artesanal.,estimular a coesão social.,2021,48,CH,E,portuguese,"['E', 'A', 'D', 'C', 'B']"
QUESTÃO 49,"Descrição da imagem:

À imagem, que apresenta o recorte do jornal Correio
Paulistano, publicado em 13 de abril de 1879, mostra
um anúncio intitulado “Escravo fugido” com o seguinte
texto:

“No dia 8 de Outubro do anno próximo passado fugio
da fazenda do Bom Retiro, propriedade do doutor
Francisco Antonio de Araújo, o escravo José, pardo
claro, de 22 annos de idade, estatura regular, cheio
de corpo, com a falta de um dente na frente do
lado superior, cabellos avermelhados, orelha roxa,
falla macia, e andar vagaroso. Intitula-se forro, e
quando fugio a primeira vez esteve contratado como
camarada em uma fazenda em Capivary.

Quem o aprehender e entregar ao seu senhor no
Amparo, ou o recolher a cadêa em qualquer parte
será bem gratificado, e protesta-se com todo o rigor
da lei contra quem o ac outar.”.
 

No anúncio publicado na segunda metade do século
dezenove, qual a estratégia de resistência escrava
apresentada?",Suavização da aplicação de normas.,Fundação de territórios quilombolas.,Criação de relações de trabalho.,Regularização das funções remuneradas.,Constituição de economia de subsistência.,2021,49,CH,C,portuguese,"['C', 'B', 'A', 'D', 'E']"
QUESTÃO 50,"Princípios da filosofia, René Descartes

A filosofia é como uma árvore, cujas raízes são a
metafísica; o tronco, a física, e os ramos que saem do
tronco são todas as outras ciências, que se reduzem
a três principais: a medicina, a mecânica e a moral,
entendendo por moral a mais elevada e a mais perfeita
porque pressupõe um saber integral das outras ciências,
e é o último grau da sabedoria.

Essa construção alegórica de Descartes, acerca da
condição epistemológica da filosofia, tem como objetivo",impulsionar o pensamento especulativo.,sustentar a unidade essencial do conhecimento.,incentivar a suspensão dos juízos.,recepcionar o método experimental.,refutar o elemento fundamental das crenças.,2021,50,CH,B,portuguese,"['C', 'A', 'E', 'D', 'B']"
QUESTÃO 51,"Minha fórmula para o que há de grande no indivíduo
é amor fati: nada desejar além daquilo que é, nem diante
de si, nem atrás de si, nem nos séculos dos séculos. Não
se contentar em suportar o inelutável, e ainda menos
dissimulá-lo, mas amá-lo.

Essa fórmula indicada por Nietzsche consiste em uma
crítica à tradição cristã que",associa os cultos pagãos à sacralização da natureza.,combate as práticas sociais de cunho afetivo.,condena os modelos filosóficos da Antiguidade Clássica.,impede o avanço científico no contexto moderno.,consagra a realização humana ao campo transcendental.,2021,51,CH,E,portuguese,"['C', 'A', 'D', 'B', 'E']"
QUESTÃO 52,"É preciso usar de violência e rebater varonilmente os
apetites dos sentidos sem atender ao que a carne quer ou
não quer, mas trabalhando por sujeitá-la ao espírito, ainda
que se revolte. Cumpre castigá-la e curvá-la à sujeição,
a tal ponto que esteja disposta para tudo, sabendo
contentar-se com pouco e deleitar-se com a simplicidade,
sem resmungar por qualquer incômodo.

Qual característica do ascetismo medieval é destacada
no texto?",Desvalorização da materialidade corpórea.,Desqualificação da atividade laboral.,Exaltação do ritualismo litúrgico.,Afirmação do pensamento racional.,Condenação da alimentação impura.,2021,52,CH,A,portuguese,"['E', 'C', 'A', 'B', 'D']"
QUESTÃO 53,"Numa sociedade em transição, a marcha da
mudança, em diferentes graus, está impressa em todos
os aspectos da ordem social, especialmente no jogo
político, que nessas sociedades sempre apresenta
padrões característicos de ambivalência, cujas raízes
sociais se encontram na coexistência de dois padrões
de estrutura social: o padrão tradicional, em declínio, e
o novo, emergente, em expansão. Em tais situações, é
possível encontrar, simultaneamente, apoio para uma
orientação política ou para outra que seja exatamente o
seu oposto. O padrão ambivalente do processo político,
nas sociedades em desenvolvimento, é o que explica
um dos seus traços mais salientes, e que consiste na
tendência ao adiamento das grandes decisões. Resulta
daí que a inércia política ou a convulsão política podem se
suceder uma à outra em períodos surpreendentemente
curtos.

De acordo com a perspectiva apresentada, central no
pensamento social brasileiro dos anos 1950 e 1960, o
desenvolvimento do país foi marcado por","legitimidade na atuação dos movimentos de
representação classista.","descompassos na construção de quadros
institucionais modernos.","vagarosidade na dinâmica de aperfeiçoamento dos
programas partidários."," anomalias na execução dos planos econômicos
ortodoxos.","radicalidade nas agendas de reforma das elites
dirigentes.",2021,53,CH,B,portuguese,"['D', 'C', 'E', 'B', 'A']"
QUESTÃO 54,"Manifesto dos Pioneiros da Educação Nova — 1932

A Educação Nova, alargando a sua finalidade para
além dos limites das classes, assume, com uma feição
mais humana, a sua verdadeira função social, preparando-
-se para formar “a hierarquia democrática” pela “hierarquia
das capacidades”, recrutadas em todos os grupos sociais,
a que se abrem as mesmas oportunidades de educação.
Ela tem, por objeto, organizar e desenvolver os meios de
ação durável com o fim de “dirigir os desenvolvimentos
natural e integral do ser humano em cada uma das
etapas de seu crescimento”, de acordo com uma certa
concepção do mundo.

Os autores do manifesto citado procuravam contrapor-
-se ao caráter oligárquico da sociedade brasileira. Nesse
sentido, o trecho propõe uma relação necessária entre",disponibilidade de financiamento e pesquisa avançada.,ensino técnico e mercado de trabalho.,acesso à escola e valorização do mérito.,ampliação de vagas e formação de gestores.,"remuneração de professores e extinção do
analfabetismo.",2021,54,CH,C,portuguese,"['D', 'A', 'B', 'C', 'E']"
QUESTÃO 55,"Mênon, Platão

Sócrates: “Quem não sabe o que uma coisa é, como
poderia saber de que tipo de coisa ela é? Ou te parece
ser possível alguém que não conhece absolutamente
quem é Mênon, esse alguém saber se ele é belo, se é
rico e ainda se é nobre”? Parece-te ser isso possível?
Assim, Mênon, que coisa afirmas ser a virtude?”.

A atitude apresentada na interlocução do filósofo com
Mênon é um exemplo da utilização do(a)",linguagem trágica.,escrita epistolar.,suspensão judicativa.,método dialético.,explicação fisicalista.,2021,55,CH,D,portuguese,"['C', 'A', 'E', 'B', 'D']"
