question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 136,"The decimal numbering system is the most commonly used in everyday life. In this system, each natural number is written as a sum of powers of ten, each multiplied by a number from 0 to 9. For example, the number 3,256 is equal to 3 times (10 to the power of 3) plus 2 times (10 to the power of 2) plus 5 times 10 plus 6 times (10 to the power of 0). Computers, on the other hand, process their data using the binary numbering system, which follows a similar logic to decimal: each natural is written as a sum of powers of 2, each of which is multiplied by 0 or 1. The table shows how natural numbers from 1 to 10 are denoted in the binary system. Description of the table:  1 is described as: one; 2 is described as: one zero; 3 is described as: one one; 4 is described as: one zero zero; 5 is described as: one zero one; 6 is described as: one one zero; 7 is described as: one one one; 8 is described as: one zero zero; 9 is described as: one zero zero one; 10 is described as: one zero one zero. When a computer user connects to his work's Internet network, he receives a connection protocol, given by the binary number one zero one zero one zero . To make a maintenance request on their network, the relevant team asks for the protocol number to be entered in the decimal system. The protocol number to be entered by the user is",102.,18.,42.,84.,222.,2020,136,MT,C,english,"['D', 'A', 'B', 'C', 'E']"
QUESTION 137,"Suppose that a car racing team has five types of tire (1, 2, 3, 4, 5), in which the climate efficiency factor EC (index that provides the behavior of the tire in use, depending on the climate) is shown: - EC of tire 1: with rain 6, without rain 3; - EC of tire 2 : with rain 7, without rain -4; - EC of tire 3 : with rain -2, without rain 10; - EC of tire 4: with rain 2, without rain 8; - EC of tire 5 : with rain -6, without rain 7. The climate coefficient of performance (CRC) of a tire is calculated as the sum of the products of the CE factors, with or without rain, by the corresponding probabilities of having such weather conditions: it is used to determine which tire should be selected for a given race, choosing the tire with the highest CRC on that day. On the day of a certain race, the probability of rain was 70 percent and the team manager calculated the CRC of each of the five types of tire. The tire chosen was",5.,2.,3.,4.,1.,2020,137,MT,E,english,"['E', 'B', 'C', 'D', 'A']"
QUESTION 138,"A eucalyptus tree at a suitable age for felling yields an average of 20,000 sheets of A4 paper. The surface density of A4 paper, measured by the ratio of a sheet's mass to its area, is 75 grams per square meter, and the area of an A4 sheet is 0.062 square meters. Under these conditions, how many kilograms of paper does an average eucalyptus tree yield?",267,93,4 301,930,1 500,2020,138,MT,B,english,"['D', 'E', 'A', 'C', 'B']"
QUESTION 139,"With the aim of hiring a company responsible for customer service, the executives of a bank branch carried out a satisfaction survey involving five companies specializing in this segment. The procedures analyzed (with weights that measure their importance to the branch) and the respective scores each company received are organized in the table. Description of the table: There are three procedures analyzed, to which the five companies were assigned scores. Procedure ""Speed of service"": weight 3. Company X: score 5; company Y: score 1; company Z: score 4; company W: score 3; company T: score 4. Procedure ""Clarity of information given to customers"": weight 5. Company X: score 1; company Y: score 4; company Z: score 3; company W: score 3; company T: score 2. Procedure ""Courtesy in service"": weight 2. Company X: grade 2; company Y: grade 2; company Z: grade 2; company W: grade 3; company T: grade 4. The bank branch will hire the company with the highest weighted average of the scores obtained in the procedures analyzed. After analyzing the results of the satisfaction survey, the bank branch executives hired the company",W.,T.,Y.,Z.,X.,2020,139,MT,D,english,"['D', 'E', 'B', 'C', 'A']"
QUESTION 140,"The coach of a basketball team wants to increase the average height of his team from 1.93 meters to at least 1.99 meters. To do this, among the 15 players on his team, he will replace the four shortest, whose statures are: 1.78 meters, 1.82 meters, 1.84 meters and 1.86 meters. To do this, the coach has signed a new player of 2.02 meters. The other three players he still needs to sign must satisfy his need to increase the average stature of the team. He will set the average stature for the three players he still needs to sign within the criteria initially established. What should be the minimum average stature, in meters, that he should set for the group of three new players he has yet to sign?","2,05","1,96","2,08","1,98","2,06",2020,140,MT,E,english,"['C', 'A', 'E', 'B', 'D']"
QUESTION 141,"A person wants to walk a distance of 1,800 meters in twelve minutes. To do this, he hires a fitness trainer who sets out the following schedule: run 800 meters in twelve minutes every day for the first week and, every week after that, run 200 meters more than he did every day the week before, respecting the same time. The person accepts the suggestion and starts training on Monday of the following week. Once the schedule has been followed, from which week will the person be running 1 800 meters a day?",Oitava.,Sixth.,Seventh.,Ninth.,Thursday.,2020,141,MT,B,english,"['D', 'B', 'C', 'E', 'A']"
QUESTION 142,"The table shows a family's monthly expenditure, in reals, on the internet, school fees and their child's pocket money. Description of the table: Expenditure on internet: 120; expenditure on school fees: 700; expenditure on son's pocket money: 400 At the beginning of the year, the internet and school fees increased by 20 percent and 10 percent respectively. Needing to maintain the total monthly expenditure on these items, the family will reduce their son's pocket money. What percentage will the allowance be reduced by?","70,0","23,5","76,5","30,0","15,0",2020,142,MT,B,english,"['D', 'B', 'E', 'C', 'A']"
QUESTION 143,"Secret Santa is a traditional holiday game. A group of friends gets together and each draws the name of the person they are going to give a gift to. On the day of the gift exchange, the first person presents their secret friend. Then the giftee reveals their secret friend and gives them a present. The game continues until everyone has been given a gift, even when the cycle closes. Ten employees from a company, including a couple, will take part in a secret friend. The first person to reveal their secret will be chosen by lot. What is the probability that the first person to reveal their Secret Santa and the last person to receive a gift are the two people in the couple?",One forty-fifth.,One hundredth.,One ninetieth.,One fifth.,One fiftieth.,2020,143,MT,anulada,english,"['B', 'E', 'D', 'A', 'C']"
QUESTION 144,"The correct administration of medication is of the utmost importance for a patient's treatment and improvement. The number of drops per minute to be administered to a patient is directly proportional to the volume, in milliliters, that is to be administered and inversely proportional to three times the time, in hours, with a proportionality constant equal to 1. A dehydrated patient will receive 500 milliliters of saline over 12 hours. The number that comes closest to the number of drops per minute that should be administered is",18.,4.,2.,42.,14.,2020,144,MT,E,english,"['D', 'B', 'A', 'E', 'C']"
QUESTION 145,"A person needs to buy 15 bags of cement to renovate his house. He searches for prices at five depots that sell the cement of his choice and charge for delivery, depending on the distance from the depot to his house. The information on the price of cement, freight charges and the distance from the depot to this person's home is shown in the table. Description of the table: The table gives the price of a bag of cement at each depot, the respective freight charges for each kilometer and the distance, in kilometers, between the person's home and the depot. Depot A - Sack of cement: 23 reais; freight for each kilometer: 1 real; distance: 10 kilometers. Depot B - Sack of cement: 21.50 reais; freight for each kilometer: 3 reais; distance: 12 kilometers. Depot C - Sack of cement: 22 reais; freight for each kilometer: 1.50 reais; distance: 14 kilometers. Depot D - Bag of cement: 21 reais; freight for each kilometer: 3.50 reais; distance: 18 kilometers. Depot E - Sack of cement: 24 reais; freight for each kilometer: 2.50 reais; distance: 2 kilometers. The person will choose one of these depots to make their purchase, considering the prices of cement and freight offered at each option. If the person decides on the cheapest option, the depot chosen for the purchase will be",E.,C.,B.,D.,A.,2020,145,MT,B,english,"['E', 'C', 'B', 'D', 'A']"
QUESTION 146,"A motorcyclist is planning a trip to a destination 500 kilometers from his home. His motorcycle consumes 5 liters of petrol for every 100 kilometers traveled, and its tank has a capacity of 22 liters. On the map, he noticed that the last gas station available for refueling, called Estrela, is 80 kilometers from his destination. He intends to set off with a full tank and plans to make only two refueling stops, one on the way out and one on the way back, both at the Estrela gas station. When refueling for the outward journey, he must also consider enough fuel to travel 200 kilometers to his destination. The minimum amount of fuel, in liters, that this motorcyclist must refuel at the Estrela station on the outward journey, which is enough to make the second refueling, is",17.,21.,18.,13.,14.,2020,146,MT,A,english,"['C', 'E', 'D', 'A', 'B']"
QUESTION 147,"The Dutch graphic artist Maurits Cornelius Escher created beautiful works in which images were repeated in different sizes, inducing the thought of infinite repetition of images. Inspired by him, an artist made a draft of a work in which he proposed the idea of building a sequence of infinite squares, smaller and smaller, one under the other, as shown in the figure. Figure description: The figure shows four squares and the indication of successive repetition. The first PRST square has side 1, the second square has side one half, the third square has side one quarter, and so on. The PRST square, with side 1, is the starting point. The second square is built under it by taking the midpoint of the base of the previous square and creating a new square, whose side corresponds to half of that base. This construction sequence is repeated recursively. What is the side length of the hundredth square built according to this pattern?",A medium high minus 99.,A medium high minus 98.,A medium raised to 97.,A medium raised to 99.,One-half to the power of 100.,2020,147,MT,D,english,"['E', 'D', 'C', 'B', 'A']"
QUESTION 148,"The manager of a cosmetics store put five different types of perfume on sale and had the same quantities of each in stock at the store. The stock control department sent the manager graphical records describing the unit prices of each perfume, in reals, and the quantity sold of each, in percentages, in the month of November. Description of the column chart: The graph shows the price of each perfume, in reals. Perfume One: 200 reais; Perfume Two: 170 reais; Perfume Three: 150 reais; Perfume Four: 100 reais; Perfume Five: 80 reais. Description of the pie chart: The chart shows the quantity sold of each perfume, in percent. Perfume One: 13 percent; Perfume Two: 10 percent; Perfume Three: 16 percent; Perfume Four: 29 percent; Perfume Five: 32 percent. Given the arrival of the end of the year and the increase in sales, the management intends to increase the quantity of perfume stocked of the type that generated the highest collection in cash, in real terms, in November. Under these conditions, which type of perfume should be replenished?",Um.,Dois.,Four.,Three.,Five.,2020,148,MT,C,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 149,"The employees of a company planned to collect 1,800 reais, all contributing the same amount, for a charity. For various reasons, ten employees were unable to contribute. As a result, each of the other employees increased their contribution by 2 reais to reach the amount planned for the collection. The amount, in reals, that each employee participating in the collection contributed was",180.,20.,100.,18.,90.,2020,149,MT,B,english,"['E', 'B', 'D', 'A', 'C']"
QUESTION 150,"In a container in the shape of a right-angled parallelepiped, water has been filled to a height of 8 centimeters and an object has been left floating on the surface of the water. To remove the object from the container, the height of the water column must be at least 15 centimeters. For the water column to reach this height, it is necessary to place balls of a volume equal to 6 cubic centimeters each inside the container, which will be completely submerged. Image description: The container with water at a height of 8 centimeters has a height of 17 centimeters, a length of 4 centimeters and a width of 3 centimeters. The minimum number of balls needed to remove the object floating in the water, following the instructions given, is",16.,34.,18.,14.,30.,2020,150,MT,D,english,"['B', 'E', 'C', 'A', 'D']"
QUESTION 151,"A blood group, or blood type, is based on the presence or absence of two antigens, A and B, on the surface of red blood cells. As two antigens are involved, the four distinct blood types are: - Type A: only the A antigen is present; - Type B: only the B antigen is present; - Type AB: both antigens are present; - Type O: neither antigen is present. Blood samples were taken from 200 people and, after laboratory analysis, it was identified that in 100 samples the A antigen was present, in 110 samples the B antigen was present and in 20 samples neither antigen was present. Of these people who had their blood taken, the number of people with blood type A is equal to",60.,100.,90.,30.,70.,2020,151,MT,E,english,"['B', 'E', 'D', 'A', 'C']"
QUESTION 152,"Antônio, Joaquim and José are partners in a company whose capital is divided between the three of them in proportions of: 4, 6 and 6, respectively. In order to equalize the participation of the three partners in the company's capital, Antônio intends to acquire a fraction of the capital of each of the other two partners. The fraction of each partner's capital that Antônio should acquire is",One third.,Two thirds.,A ninth.,A means.,Four thirds.,2020,152,MT,C,english,"['B', 'D', 'C', 'A', 'E']"
QUESTION 153,"A factory produces and sells soft drinks using three types of packaging with the following capacities: 2,000 milliliters, 1,600 milliliters and 400 milliliters. It is known that the quantities of containers produced each month are initially the same for the three types. This factory will increase the total volume of soft drinks produced by 20 percent. However, this goal can only be achieved by increasing the production of 400 milliliter packs. For this to happen, by how many percent should the production of soft drinks in 400 milliliter containers increase?",100,180,60,200,300,2020,153,MT,D,english,"['B', 'C', 'A', 'D', 'E']"
QUESTION 154,"A building materials store sells two types of water tanks: type A and type B. Both are cylindrical in shape and have the same volume, and the height of type B is equal to 25 percent of the height of type A. If R denotes the radius of the type A water tank, then the radius of the type B water tank is",Fraction with numerator R and denominator 2,5 R,16 R,4 R,2 R,2020,154,MT,E,english,"['A', 'D', 'E', 'C', 'B']"
QUESTION 155,"A bank customer, accustomed to carrying out most of his current account transactions online, was surprised to find that his password had been blocked. When he arrived at the branch, an employee told him that the bank's system had blocked his password as a way of protecting his current account, because someone had tried to hack it virtually. To solve the problem, the employee registers a new password, different from the previous one, which must be created by the customer, following the usual rules stipulated by the bank: it must have 8 digits, using only digits from 0 to 9, so that the first digit must be different from 0. The number of different ways to create a new password for this customer is given by", (10 raised to 8) minus 1., (fraction with numerator 10 factorial and denominator (2 factorial times 8 factorial)) minus 1., (fraction of numerator 10 factorial and denominator 2 factorial) minus 1.,9 times (fraction with numerator 9 factorial and denominator 2 factorial) minus 1.,9 times (10 to the power of 7) minus 1.,2020,155,MT,E,english,"['A', 'C', 'B', 'D', 'E']"
QUESTION 156,"In the Harry Potter books, an anagram of the character's name ""TOM MARVOLO RIDDLE"" generated the phrase ""I AM LORD VOLDEMORT"". Suppose Harry wanted to form all the anagrams of the phrase ""I AM POTTER"" in such a way that the vowels and consonants always appeared interspersed, and without taking into account the spacing between the letters. Under these conditions, the number of anagrams formed is given by",4 factorial times 5 factorial.,Fraction of numerator 4 factorial times 5 factorial and denominator 2.,9 fatorial.,Fraction with numerator 9 and denominator 2.,2 times 4 factorial times 5 factorial.,2020,156,MT,B,english,"['B', 'E', 'A', 'D', 'C']"
QUESTION 157,"Exposure to excessive noise, such as that which we generally perceive in heavy traffic, nightclubs and musical shows, can cause insomnia, stress, heart attacks and hearing loss, among other illnesses. According to the World Health Organization, any sound that exceeds 55 decibels (unit of sound intensity) can already be considered harmful to health. The graph was drawn up by measuring the noise produced on a construction site over the course of a day. Description of the graph: The graph shows a wavy curve over 24 hours; it starts at 0 decibels at 0 o'clock, rises above 55 decibels from 2 to 5 o'clock, falls below this level from 5 to 6 o'clock, rises above the level from 6 to 9 o'clock, falls below from 9 to 11 o'clock, rises above from 11 to 14 o'clock, falls below from 14 to 16 o'clock, rises above from 16 to 17 o'clock, falls below from 17 to 19 o'clock, rises above from 19 to 22 o'clock and falls below from 22 to 24 o'clock. On that day, for how many hours was the noise above 55 decibels?",11,5,13,8,10,2020,157,MT,C,english,"['D', 'A', 'E', 'B', 'C']"
QUESTION 158,"The water tank of a building will have the shape of a right rectangular parallelepiped with a volume equal to 28,080 liters. In a model representing the building, the water tank has dimensions of 2 centimeters by 3.51 centimeters by 4 centimeters. Given: 1 cubic decimeter is equal to 1 liter. The scale used by the architect was",1 for 100 000,1 for 10,1 for 1 000,1 for 100,1 para 10 000,2020,158,MT,D,english,"['E', 'A', 'C', 'B', 'D']"
QUESTION 159,"The graphs represent the production of parts in an industry and the hours worked by employees over a five-day period. Each day, the production manager applies a different working method. His aim is to evaluate the most efficient method in order to use it as a model for future periods. It is known that, in this case, the higher the ratio between the number of pieces produced and the number of hours worked, the more efficient the methodology. Description of the column graphs: Graph of parts produced on each of the five days of the week. Day 1: 800 pieces; Day 2: 1,000 pieces; Day 3: 1,100 pieces; Day 4: 1,800 pieces; Day 5: 1,400 pieces. Graph of hours worked on each of the five days of the week. Day 1: 4 hours; Day 2: 8 hours; Day 3: 5 hours; Day 4: 9 hours; Day 5: 10 hours. On which day was the most efficient methodology applied?",3,5,1,4,2,2020,159,MT,A,english,"['C', 'E', 'A', 'D', 'B']"
QUESTION 160,"The owner of an apartment has decided to install porcelain tiles on the living room floor. The living room is rectangular in shape, 3.2 meters wide and 3.6 meters long. The porcelain tiles are shaped like a square with sides measuring 80 centimeters. This porcelain tile is sold in two types of boxes, with the prices indicated below. - Type A boxes: 4 floor tiles, R$35.00; - Type B boxes: 3 floor tiles, R$27.00. When installing porcelain tiles, the pieces can be cut out and should be laid without spacing them apart, making the most of the cut-outs. The purchase that meets the owner's needs, provides the least surplus flooring and results in the lowest price is",1 type A box and 4 type B boxes.,5 type A boxes and 1 type B box.,6 type B boxes.,3 type A boxes and 2 type B boxes.,5 type A boxes.,2020,160,MT,D,english,"['B', 'D', 'E', 'C', 'A']"
QUESTION 161,"A three-storey hotel is being built. Each floor will have 100 rooms. The rooms will be numbered from 100 to 399 and each will have its own number attached to the door. Each number will be made up of individual pieces, each symbolizing a single digit. What is the minimum number of pieces symbolizing the digit 2 needed to identify the number of all the rooms?",157,60,120,160,130,2020,161,MT,D,english,"['B', 'E', 'D', 'A', 'C']"
QUESTION 162,"A student folds a sheet of paper into the shape of square ABCD . He then unfolds it and notices a crease coinciding with the diagonal AC and folds it again so that the side BC overlaps the diagonal AC . Now, as he unfolds the sheet, he notices a new crease running from vertex C to a point on side AB, which he calls E . In relation to triangle ABC , segment CE represents",one of its sides.,one of its mediators.,one of its heights.,one of its bisectors.,one of his medians.,2020,162,MT,D,english,"['E', 'C', 'A', 'B', 'D']"
QUESTION 163,"A club wants to produce scale miniatures of the trophy it won in the last championship. The trophy is shown in Figure 1 and consists of a wooden base in the shape of a right-angled parallelepiped, on which three vertical rods are attached to support a sphere with a diameter of 30 centimeters, which is centered on the wooden base. The trophy is 100 centimeters high, including its base. Description of fi gure 1: Drawing of a trophy in the shape of a right-angled parallelepiped with a square base and sides measuring 50 centimetres, on which are fixed three vertical rods supporting a sphere. Description of Figure 2: Drawing of a box with a rectangular base measuring 10 centimeters long, 8 centimeters wide and an unknown height.  The miniature trophy must be installed inside a glass box in the shape of a right-angled parallelepiped, the internal dimensions of the base of which are shown in Figure 2, so that the base of the trophy is glued to the base of the box and is at least 1 centimeter away from the side walls of the glass box. There must also be a distance of exactly 2 centimeters between the top of the sphere and the lid of the glass box. Under these conditions, you want to make the largest miniature possible. The height, in centimeters, of this glass box should be equal to",16.,14.,12.,18.,20.,2020,163,MT,B,english,"['C', 'B', 'A', 'D', 'E']"
QUESTION 164,"A two-storey house is being designed. The project needs to include the construction of a staircase for access to the second floor. To calculate the dimensions of the steps, the following rules are used: Modulus of (2 h plus b minus 63.5)is less than or equal to 1.5 and 16 less than or equal to h less than or equal to 19, where h is the height of the step (called the mirror) and b is the depth of the tread. For convenience, the step height was chosen as h equal to 16. The units of h and b are in centimeters. In this case, the widest numerical range to which the tread depth ( b ) must belong for the rules to be satisfied is",30 less than or equal to b.,30 less than or equal to b less than or equal to 31.5.,30 less than or equal to b less than or equal to 33.,31.5 less than or equal to b less than or equal to 33.,b less than or equal to 33.,2020,164,MT,C,english,"['A', 'B', 'C', 'D', 'E']"
QUESTION 165,"Many current vehicle models have on-board computers. These computers display various variables associated with the car's performance on a screen, including average fuel consumption. A vehicle of a given model can be equipped with one of two types of on-board computers: - Type A: tells you how many liters of fuel it takes to travel 100 kilometers; - Type B: tells you how many kilometers the vehicle can travel on one liter of fuel. A vehicle uses the Type A computer, and at the end of a journey the driver sees the information ""X divided by 100"" displayed on the screen. If his vehicle used a Type B computer, the value shown on the screen would be obtained by the operation",X times 100,X divided by 100,1 divided by X,100 divided by X,1 times X,2020,165,MT,D,english,"['A', 'B', 'D', 'C', 'E']"
QUESTION 166,"At the end of the year, the manager of a condominium has decided to put up Christmas lights in the shape of a cone on a pole, resembling a Christmas tree, as shown in Figures 1 and 2. c The tree is to be made by placing lighting hoses, which are considered to be straight segments of equal length, from a point 3 meters up the pole to a point on a circumference on the ground, in such a way that it is divided into 20 equal arcs. The pole is fixed at point C (center of the circle) perpendicular to the plane of the ground. To save money, he will use lighting hoses from previous years, which together total just over 100 meters in length, of which he decides to use exactly 100 meters and leave the rest as a reserve. In order for him to achieve his goal, the radius, in meters, of the circle must be","5,83.","5,00.","4,87.","6,26.","4,00.",2020,166,MT,E,english,"['D', 'C', 'B', 'E', 'A']"
