question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 46,"Image description: The image shows a diagram that
illustrates the Earth's movement around the sun
around the sun, showing the equinox on March 21 with
equivalent solar illumination in the northern and
southern hemispheres, the solstice on June 21, when solar
in the northern hemisphere, the equinox on
September 23 with equivalent solar illumination in the northern and southern
northern and southern hemispheres, and the solstice on December 21, with
with a predominance of illumination in the southern hemisphere.

 

Considering the information presented, the
Congress building in Brasilia on June 21st at
12 noon, will cast its shadow in the direction of",east.,west.,north.,northeast.,south.,2021,46,CH,E,english,"['C', 'D', 'A', 'E', 'B']"
QUESTION 47,"TEXT 1
Garbage: urban cleaning through the ages

Image description:

The image entitled ""Garbage: urban cleanliness through the ages
through the ages"" features a painting showing
scene of slaves carrying barrels supported
their heads and commanded by an authority
wielding a sword.

TEXT 2
The life of slaves in Rio de Janeiro, 1808-1850

The disgusting task of carrying garbage and waste from the house to the squares and beaches
the squares and beaches was usually assigned to the
the only slave in the family or the one with the lowest status or value.
value. Every night, after ten o'clock, the slaves
popularly known as ""tigers"" would take tubes or barrels
or barrels of excrement and garbage on their heads through the
streets of Rio.

The action represented in the image and described in the text
shows an everyday practice in Brazilian cities
in the eighteenth and nineteenth centuries characterized by the",sacralization of work activities.,overcoming economic exclusion.,re-signification of religious heritage.,reiteration of social hierarchies.,valuing manual labor.,2021,47,CH,D,english,"['C', 'D', 'E', 'B', 'A']"
QUESTION 48,"Torém/Toré: traditions and invention in the context of
ethnic multiplicity of contemporary Ceará

The torém depended on family organization, being
played by people with ties of kinship
and affinity who lived in the area. It was seen as a
entertainment for the participants themselves
themselves and their acquaintances. Cashew season was
time was the pretext for its realization.
the region to drink mocororó, a fermented cashew drink.
fermented cashew drink.

The ritual mentioned in the text is attributed to the cultural
the cultural manifestation of indigenous groups from the Brazilian Northeast
function of",overcoming artisanal activity.,modernize traditional commerce.,manipulate individual memory.,stimulate social cohesion.,celebrate official history.,2021,48,CH,D,english,"['C', 'E', 'D', 'B', 'A']"
QUESTION 49,"Image description:

The image, which shows a clipping from the newspaper Correio
Paulistano newspaper, published on April 13, 1879, shows
an advertisement entitled ""Escaped slave"" with the following
text:

""On October 8th of last year he escaped
from the Bom Retiro farm, owned by Dr.
Francisco Antonio de Araújo, the slave José, brown
light brown, 22 years old, regular height, full-bodied
body, missing a front tooth on the upper side, red hair
side, reddish hair, purple ears,
soft-spoken, with a slow gait. He calls himself a forro, and
when he first ran away, he was hired as a
on a farm in Capivary.

Whoever seizes him and delivers him to his master in
Amparo, or collect him from a prison anywhere.
will be well rewarded, and all the rigors of the law are being
of the law against anyone who seizes it"".
 

In the advertisement published in the second half of the nineteenth
nineteenth century, what was the slave resistance strategy
presented?",Regularization of paid positions.,Softening the application of standards.,Setting up a subsistence economy.,Foundation of quilombola territories.,Creating working relationships.,2021,49,CH,E,english,"['D', 'C', 'E', 'B', 'A']"
QUESTION 50,"Principles of philosophy, René Descartes

Philosophy is like a tree, the roots of which are
metaphysics; the trunk, physics, and the branches that come out of the
trunk are all the other sciences, which are reduced to
three main ones: medicine, mechanics and morality,
moral being the highest and most perfect
because it presupposes an integral knowledge of the other sciences,
and is the ultimate degree of wisdom.

Descartes' allegorical construction of the
epistemological condition of philosophy, aims to",to receive the experimental method.,refute the fundamental element of beliefs.,encourage the suspension of judgments.,drive speculative thought.,to sustain the essential unity of knowledge.,2021,50,CH,E,english,"['D', 'B', 'E', 'C', 'A']"
QUESTION 51,"My formula for what is great in the individual
is amor fati: to desire nothing beyond what you are, neither before you
nor behind you, nor in the centuries of centuries. No
to be content with enduring the inescapable, and even less
dissimulate it, but to love it.

This formula indicated by Nietzsche consists of a
criticism of the Christian tradition that",prevents scientific progress in the modern context.,condemns the philosophical models of Classical Antiquity.,associates pagan cults with the sacralization of nature.,consecrates human fulfillment to the transcendental field.,combating social practices of an affective nature.,2021,51,CH,D,english,"['B', 'D', 'C', 'E', 'A']"
QUESTION 52,"You have to use violence and fight the appetites of the senses without
appetites of the senses, without paying attention to what the flesh wants or doesn't want.
wants or doesn't want, but working to bring it into subjection to the spirit, even if it
even if it rebels. We must punish it and bend it to submission,
to the point where it is ready for anything, knowing how to
be content with little and delight in simplicity,
without grumbling at any inconvenience.

Which characteristic of medieval asceticism is highlighted in the text?
in the text?",Exaltation of liturgical ritualism.,Affirmation of rational thought.,Devaluation of corporeal materiality.,Disqualification from work.,Condemnation of impure food.,2021,52,CH,C,english,"['A', 'B', 'E', 'C', 'D']"
QUESTION 53,"In a society in transition, the march of
change, to varying degrees, is imprinted on all
aspects of the social order, especially in the political
political game, which in such societies
characteristic patterns of ambivalence, the social roots of which
the coexistence of two patterns of social structure
of social structure: the traditional pattern, which is in decline, and
the new, emerging, expanding pattern. In such situations
can simultaneously find support for one
political orientation or another that is its exact opposite.
opposite. The ambivalent pattern of the political process,
in developing societies explains
one of its most striking features, and that is the
tendency to postpone major decisions. It follows
political inertia or political upheaval can follow one another
in surprisingly short periods of time.
periods.

According to this perspective, central to
Brazilian social thought of the 1950s and 1960s, the country's
country's development was marked by","legitimacy in the work of
movements."," anomalies in the implementation of
plans.","mismatches in the construction of
modern institutional frameworks.","slowness in the dynamics of perfecting
party programs.","radical reform agendas of the ruling elites
leaders.",2021,53,CH,C,english,"['D', 'B', 'C', 'E', 'A']"
QUESTION 54,"Manifesto of the Pioneers of New Education - 1932

The New Education, broadening its purpose to
beyond the confines of the classroom, takes on a more human
its true social function, preparing itself to form ""the democratic
-to form ""the democratic hierarchy"" through the ""hierarchy of abilities
of abilities"", recruited from all social groups,
to which the same educational opportunities are open.
Its purpose is to organize and develop the means of
action in order to ""direct the natural and integral development
natural and integral development of the human being at each of the
stages of their growth"", in accordance with a certain
conception of the world.

The authors of the aforementioned manifesto sought to oppose the
-to the oligarchic character of Brazilian society. In this sense
the passage proposes a necessary relationship between",technical education and the job market.,"teachers' pay and the elimination of
illiteracy.",access to school and valuing merit.,expanding vacancies and training managers.,availability of funding and advanced research.,2021,54,CH,C,english,"['A', 'E', 'B', 'C', 'D']"
QUESTION 55,"Venon, Plato

Socrates: ""He who does not know what a thing is, how can he
know what kind of thing it is? Or do you think
it possible for someone who doesn't know
who Venon is, that someone can know if he's beautiful, if he's
rich and noble""? Does that seem possible to you?
So, Venon, what do you say virtue is?""

The attitude presented in the philosopher's interlocution with
Senon is an example of the use of the",epistolary writing.,judicial suspension.,tragic language.,dialectical method.,physicalist explanation.,2021,55,CH,D,english,"['A', 'E', 'C', 'B', 'D']"
QUESTION 56,"Among various African peoples, in particular
the ancient Kingdom of the Congo, there is graphic evidence
that writing took various forms. One example is
the bas-relief carved pot lids of the
Woyo people (Cabinda region), with scenes and proverbs from daily life
scenes and proverbs, drawings in the earth or sand, images engraved
or inscribed on chief's sticks or sacred stones,
but, above all, movements of the human body inscribed
gestures. Among the Woyo there was a custom
among the Woyo there was the custom of parents giving their children carved
carved pot lids, conveying a kind of message,
with coded signs that conveyed guidelines for
a good marital relationship, to be sensible when choosing a spouse
choice of spouse and to be alert to difficulties in marriage.
marriage.
For the Woyo people, the cultural artifacts mentioned in the
text fulfill the function of a",imposing forms of communication.,pedagogy of social customs.,destitution of the values of marriage.,devaluation of youthful behavior.,ethnography of religious celebrations.,2021,56,CH,B,english,"['B', 'A', 'D', 'C', 'E']"
QUESTION 57,"Incarceration map: young people in Brazil

There was a 74 percent increase in the
between 2005 and 2012. The analyses
made it possible to identify the profile of the population
in the country's prisons: male, young (under
29 years), black, with incomplete primary education,
accused of property crimes and, in the case of adult prisoners
and, in the case of adult prisoners, convicted and serving closed sentences,
sentences of between four and eight years.

In this context, public policies to minimize the
problem must focus on",curbing political corruption.,reducing the age of criminal responsibility.,expansion of the period of imprisonment.,making the Civil Code more flexible.,promoting social inclusion.,2021,57,CH,E,english,"['D', 'C', 'E', 'A', 'B']"
QUESTION 58,"No wars, no uprisings. Fires were the
most frequent torment of urban life in Regnum
ltalcum. Between 880 and 1080, the cities were
the appetite of flames. At one point
At one point, the documentation seems to be overcome by the insistence of the
vocabulary, leading even the most critical reader to think that the
medieval people were right to treat these events
as punishments that preceded the final judgment. Like
a fifth apocalyptic horseman, the fire acted like
plague or famine: wandering around the world, it returned from time to time and
returned from time to time and purged the righteous and sinners in a
ultimate torment, as the texts of the tenth century insisted.
tenth century. The impact it had on social relations was
beyond the material destruction.
The measures proclaimed by the authorities did more
than repair the damage and rebuild the landscape: they
converted the devastation into an opportunity to alter and expand
not only the urban topography, but also the social practices
social practices.

According to the text, the catastrophe described had an impact on medieval
medieval societies by providing","reshaping political systems and
local administrations.","reconfiguration of occupied spaces and
community dynamics.","transformation of popular imagination and
beliefs.","correction of preventive methods and
rules","revealing public neglect and environmental degradation.
degradation.",2021,58,CH,B,english,"['D', 'E', 'C', 'A', 'B']"
QUESTION 59,"Indigenous protagonism has opted for a
strategy of ""de-invisibilization"", taking advantage of the
dynamics of new technologies. In October 2012,
after receiving an injunction denying them the right to
remain on their land, the Guarani of Pyelito Kue
released a letter in which they were willing to die,
but not to leave their land. This was widely
widespread, generating a huge mobilization on the internet,
which led thousands of people to choose their side,
spreading the hashtag ""fsomostodosGuarani-Kaiowá""
or adding the surname Guarani-Kaiowá to their
on their profiles on the main social networks.

The communicative strategy adopted by the indigenous people in the
context, had the effect of",shake the identity of traditional peoples.,inserting communities into the global market.,garner the support of external ethnic segments.,distancing groups from local cultures.,weaken forms of political activism.,2021,59,CH,C,english,"['B', 'C', 'E', 'D', 'A']"
QUESTION 60,"The Vargas government, especially during the Estado
Estado Novo (1937-1945), intended to build a state capable of
to create a new society. A key dimension
of this project was the territory. Not by chance
was no coincidence that institutions were created to
reliable data for government action, such as
the National Geography Council, the National Cartography
Cartography, the National Statistics Council and the
Instituto Brasileiro de Geografia e Estatística (IBGE), the latter in 1938.
from 1938.
The creation of these institutions by the Vargas government
represented a political strategy of",stem the flow of migrants from the countryside to the city.,propose the creation of new federal units.,"gain scientific knowledge of regional
diversities.","control the exponential growth of the
population.","gather information for the preservation of the
of the hinterlands.",2021,60,CH,C,english,"['D', 'E', 'C', 'B', 'A']"
QUESTION 61,"Diseases and cures: Brazil in the first centuries

On the one hand, anchored by European medical practice,
on the other, by indigenous therapeutics, with their extensive use of native
of native flora, the Jesuits were the real initiators of the
hybrid medicine that became a hallmark of colonial Brazil.
of colonial Brazil. Some religious came from Portugal already
versed in the healing arts, but the majority learned in the
daily practice the functions that should be assigned to a
physicist, surgeon, barber or apothecary.

According to the text, what characterizes the construction of the
practice described is",overcoming popular tradition.,combining empirical knowledge.,rejection of Christian dogma.,imposition of native pharmacology.,adoption of mystical rituals.,2021,61,CH,B,english,"['C', 'E', 'B', 'D', 'A']"
